Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.01    0.01    1000/1000        SatProblem::initSatCheck(int*) [37]
                0.00    0.01    1000/1000        SampleSAT::init_model() [55]
                0.00    0.00    1000/1000        SatProblem::cpClVector() [115]
-----------------------------------------------
                0.00    3.22  141194/141194      SampleSAT::solve(SatProblem*, int*) [9]
[10]     9.8    0.00    3.22  141194         SampleSAT::walk() [10]
                0.05    2.59   35335/35335       SampleSAT::greedyWalk() [11]
                0.18    0.18   35162/35162       SampleSAT::randomWalk() [14]
                0.01    0.18   70697/70697       SampleSAT::simAnnealing() [17]
                0.00    0.02  211691/491789      SatProblem::getGrand() [28]
                0.00    0.00  276698/496329      SatProblem::getNumSat() [93]
-----------------------------------------------
                0.05    2.59   35335/35335       SampleSAT::walk() [10]
[11]     8.1    0.05    2.59   35335         SampleSAT::greedyWalk() [11]
                0.72    1.82 2046340/2117037     SatProblem::getNsc2(int*, int) [12]
                0.02    0.03   35335/135504      SatProblem::afterFlip(int*, int) [18]
                0.01    0.00 2544120/2816650     SatProblem::getVar(int) [43]
                0.00    0.00  113772/496329      SatProblem::getNumSat() [93]
                0.00    0.00   35335/135504      SatProblem::addNumSat(int) [97]
-----------------------------------------------
                0.03    0.06   70697/2117037     SampleSAT::simAnnealing() [17]
                0.72    1.82 2046340/2117037     SampleSAT::greedyWalk() [11]
[12]     8.0    0.75    1.88 2117037         SatProblem::getNsc2(int*, int) [12]
                0.91    0.00 31573028/35279620     SatProblem::isSatCnj(int*, int) [13]
                0.33    0.00 63146056/67456529     std::_List_iterator<int>::operator++(int) [15]
                0.21    0.08 71614204/76999397     std::list<int, std::allocator<int> >::end() [16]
                0.13    0.00 80082352/86129161     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [19]
                0.13    0.00 71614204/76350385     std::_List_iterator<int>::operator!=(std::_List_iterator<int> const&) const [20]
                0.05    0.00 63146056/70033333     std::_List_iterator<int>::operator*() const [24]
                0.02    0.01 8468148/8893856     std::list<int, std::allocator<int> >::begin() [31]
-----------------------------------------------
                0.01    0.00  283958/35279620     SatProblem::initSatCheck(int*) [37]
                0.02    0.00  845830/35279620     SatProblem::getNsc1(int*, int) [21]
                0.07    0.00 2576804/35279620     SatProblem::afterFlip(int*, int) [18]
                0.91    0.00 31573028/35279620     SatProblem::getNsc2(int*, int) [12]
[13]     3.1    1.01    0.00 35279620         SatProblem::isSatCnj(int*, int) [13]
-----------------------------------------------
                0.18    0.18   35162/35162       SampleSAT::walk() [10]
[14]     1.1    0.18    0.18   35162         SampleSAT::randomWalk() [14]
                0.03    0.09   35162/35162       SatProblem::getNsc1(int*, int) [21]
                0.03    0.00 20164564/20164564     SatProblem::getClVecSize() [34]
                0.02    0.00 10011958/10011958     SatProblem::getFixedClausei(int) [35]
                0.01    0.00 10477671/10477671     SatProblem::getClVec(int) [56]
                0.01    0.00  300850/300850      SatProblem::getCnjSize(int) [57]
                0.00    0.00   97682/2816650     SatProblem::getVar(int) [43]
                0.00    0.00  186310/186310      SatProblem::getCnj(int, int) [95]
                0.00    0.00   35162/496329      SatProblem::getNumSat() [93]
                0.00    0.00   35162/135504      SatProblem::addNumSat(int) [97]
-----------------------------------------------
                0.00    0.00   42009/67456529     SatProblem::setClause(int, int) [59]
                0.01    0.00 1691660/67456529     SatProblem::getNsc1(int*, int) [21]
                0.01    0.00 2576804/67456529     SatProblem::afterFlip(int*, int) [18]
                0.33    0.00 63146056/67456529     SatProblem::getNsc2(int*, int) [12]
[15]     1.1    0.35    0.00 67456529         std::_List_iterator<int>::operator++(int) [15]
-----------------------------------------------
                0.00    0.00   56061/76999397     SatProblem::setClause(int, int) [59]
                0.00    0.00  649012/76999397     std::list<int, std::allocator<int> >::push_back(int const&) [27]
                0.01    0.00 1832308/76999397     SatProblem::getNsc1(int*, int) [21]
                0.01    0.00 2847812/76999397     SatProblem::afterFlip(int*, int) [18]
                0.21    0.08 71614204/76999397     SatProblem::getNsc2(int*, int) [12]
[16]     1.0    0.23    0.09 76999397         std::list<int, std::allocator<int> >::end() [16]
                0.09    0.00 76999397/85893253     std::_List_iterator<int>::_List_iterator(std::_List_node_base*) [23]
-----------------------------------------------
                0.01    0.18   70697/70697       SampleSAT::walk() [10]
[17]     0.6    0.01    0.18   70697         SampleSAT::simAnnealing() [17]
                0.03    0.06   70697/2117037     SatProblem::getNsc2(int*, int) [12]
                0.03    0.06   65007/135504      SatProblem::afterFlip(int*, int) [18]
                0.00    0.01  149150/491789      SatProblem::getGrand() [28]
                0.00    0.00   88796/2816650     SatProblem::getVar(int) [43]
                0.00    0.00   70697/70697       SampleSAT::getTemp() [99]
                0.00    0.00   70697/496329      SatProblem::getNumSat() [93]
                0.00    0.00   65007/135504      SatProblem::addNumSat(int) [97]
-----------------------------------------------
                0.02    0.03   35162/135504      SatProblem::getNsc1(int*, int) [21]
                0.02    0.03   35335/135504      SampleSAT::greedyWalk() [11]
                0.03    0.06   65007/135504      SampleSAT::simAnnealing() [17]
[18]     0.5    0.06    0.11  135504         SatProblem::afterFlip(int*, int) [18]
                0.07    0.00 2576804/35279620     SatProblem::isSatCnj(int*, int) [13]
                0.01    0.00 2576804/67456529     std::_List_iterator<int>::operator++(int) [15]
                0.01    0.00 2847812/76999397     std::list<int, std::allocator<int> >::end() [16]
                0.01    0.00 3118820/86129161     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [19]
                0.01    0.00 2847812/76350385     std::_List_iterator<int>::operator!=(std::_List_iterator<int> const&) const [20]
                0.00    0.00 5153608/70033333     std::_List_iterator<int>::operator*() const [24]
                0.00    0.00  271008/8893856     std::list<int, std::allocator<int> >::begin() [31]
-----------------------------------------------
                0.00    0.00    1012/86129161     SatProblem::parseCnfFile(char*) [39]
                0.00    0.00   70113/86129161     SatProblem::setClause(int, int) [59]
                0.00    0.00  883908/86129161     SatProblem::initParams() [22]
                0.00    0.00 1972956/86129161     SatProblem::getNsc1(int*, int) [21]
                0.01    0.00 3118820/86129161     SatProblem::afterFlip(int*, int) [18]
                0.13    0.00 80082352/86129161     SatProblem::getNsc2(int*, int) [12]
[19]     0.4    0.14    0.00 86129161         std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [19]
-----------------------------------------------
                0.00    0.00   56061/76350385     SatProblem::setClause(int, int) [59]
                0.00    0.00 1832308/76350385     SatProblem::getNsc1(int*, int) [21]
                0.01    0.00 2847812/76350385     SatProblem::afterFlip(int*, int) [18]
                0.13    0.00 71614204/76350385     SatProblem::getNsc2(int*, int) [12]
[20]     0.4    0.14    0.00 76350385         std::_List_iterator<int>::operator!=(std::_List_iterator<int> const&) const [20]
-----------------------------------------------
                0.03    0.09   35162/35162       SampleSAT::randomWalk() [14]
[21]     0.4    0.03    0.09   35162         SatProblem::getNsc1(int*, int) [21]
                0.02    0.03   35162/135504      SatProblem::afterFlip(int*, int) [18]
                0.02    0.00  845830/35279620     SatProblem::isSatCnj(int*, int) [13]
                0.01    0.00 1691660/67456529     std::_List_iterator<int>::operator++(int) [15]
                0.01    0.00 1832308/76999397     std::list<int, std::allocator<int> >::end() [16]
                0.00    0.00 1832308/76350385     std::_List_iterator<int>::operator!=(std::_List_iterator<int> const&) const [20]
                0.00    0.00 1972956/86129161     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [19]
                0.00    0.00 1691660/70033333     std::_List_iterator<int>::operator*() const [24]
                0.00    0.00  140648/8893856     std::list<int, std::allocator<int> >::begin() [31]
-----------------------------------------------
                0.01    0.10    1000/1000        SliceSampling::sampleX() [8]
[22]     0.3    0.01    0.10    1000         SatProblem::initParams() [22]
                0.01    0.05   91908/91908       std::list<int, std::allocator<int> >::clear() [26]
                0.00    0.04  648000/649012      std::list<int, std::allocator<int> >::push_back(int const&) [27]
                0.00    0.00  883908/86129161     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [19]
                0.00    0.00  144000/144000      std::list<int, std::allocator<int> >::empty() const [96]
-----------------------------------------------
                0.01    0.00 8893856/85893253     std::list<int, std::allocator<int> >::begin() [31]
                0.09    0.00 76999397/85893253     std::list<int, std::allocator<int> >::end() [16]
[23]     0.3    0.10    0.00 85893253         std::_List_iterator<int>::_List_iterator(std::_List_node_base*) [23]
-----------------------------------------------
                0.00    0.00   42009/70033333     SatProblem::setClause(int, int) [59]
                0.00    0.00 1691660/70033333     SatProblem::getNsc1(int*, int) [21]
                0.00    0.00 5153608/70033333     SatProblem::afterFlip(int*, int) [18]
                0.05    0.00 63146056/70033333     SatProblem::getNsc2(int*, int) [12]
[24]     0.2    0.06    0.00 70033333         std::_List_iterator<int>::operator*() const [24]
-----------------------------------------------
                0.00    0.00      72/21847752     SliceSampling::learn(int*, char*, int) [2]
                0.00    0.00   72000/21847752     SliceSampling::sampleU() [54]
                0.00    0.00   72000/21847752     SliceSampling::sampleX() [8]
                0.06    0.00 21703680/21847752     SliceSampling::cdlearn(int) [3]
[25]     0.2    0.06    0.00 21847752         SatProblem::getTheta(int) [25]
-----------------------------------------------
                0.01    0.05   91908/91908       SatProblem::initParams() [22]
[26]     0.2    0.01    0.05   91908         std::list<int, std::allocator<int> >::clear() [26]
                0.03    0.00   91908/92200       std::_List_base<int, std::allocator<int> >::_M_clear() [32]
                0.02    0.00   91908/92200       std::_List_base<int, std::allocator<int> >::_M_init() [36]
-----------------------------------------------
                0.00    0.00    1012/649012      SatProblem::parseCnfFile(char*) [39]
                0.00    0.04  648000/649012      SatProblem::initParams() [22]
[27]     0.1    0.00    0.04  649012         std::list<int, std::allocator<int> >::push_back(int const&) [27]
                0.01    0.03  649012/649012      std::list<int, std::allocator<int> >::_M_insert(std::_List_iterator<int>, int const&) [30]
                0.00    0.00  649012/76999397     std::list<int, std::allocator<int> >::end() [16]
-----------------------------------------------
                0.00    0.00    1000/491789      SliceSampling::cdlearn(int) [3]
                0.00    0.00   57948/491789      SampleSAT::init_model() [55]
                0.00    0.01   72000/491789      SliceSampling::sampleU() [54]
                0.00    0.01  149150/491789      SampleSAT::simAnnealing() [17]
                0.00    0.02  211691/491789      SampleSAT::walk() [10]
[28]     0.1    0.00    0.04  491789         SatProblem::getGrand() [28]
                0.04    0.00  491789/491789      Random::genrand() [29]
-----------------------------------------------
                0.04    0.00  491789/491789      SatProblem::getGrand() [28]
[29]     0.1    0.04    0.00  491789         Random::genrand() [29]
-----------------------------------------------
                0.01    0.03  649012/649012      std::list<int, std::allocator<int> >::push_back(int const&) [27]
[30]     0.1    0.01    0.03  649012         std::list<int, std::allocator<int> >::_M_insert(std::_List_iterator<int>, int const&) [30]
                0.01    0.02  649012/649012      std::list<int, std::allocator<int> >::_M_create_node(int const&) [33]
-----------------------------------------------
                0.00    0.00   14052/8893856     SatProblem::setClause(int, int) [59]
                0.00    0.00  140648/8893856     SatProblem::getNsc1(int*, int) [21]
                0.00    0.00  271008/8893856     SatProblem::afterFlip(int*, int) [18]
                0.02    0.01 8468148/8893856     SatProblem::getNsc2(int*, int) [12]
[31]     0.1    0.02    0.01 8893856         std::list<int, std::allocator<int> >::begin() [31]
                0.01    0.00 8893856/85893253     std::_List_iterator<int>::_List_iterator(std::_List_node_base*) [23]
-----------------------------------------------
                0.00    0.00     292/92200       std::_List_base<int, std::allocator<int> >::~_List_base() [65]
                0.03    0.00   91908/92200       std::list<int, std::allocator<int> >::clear() [26]
[32]     0.1    0.03    0.00   92200         std::_List_base<int, std::allocator<int> >::_M_clear() [32]
                0.00    0.00  649012/1298024     std::_List_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [87]
                0.00    0.00  649012/649012      __gnu_cxx::new_allocator<int>::destroy(int*) [90]
                0.00    0.00  649012/1298312     std::allocator<int>::~allocator() [86]
                0.00    0.00  649012/649012      std::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [92]
-----------------------------------------------
                0.01    0.02  649012/649012      std::list<int, std::allocator<int> >::_M_insert(std::_List_iterator<int>, int const&) [30]
[33]     0.1    0.01    0.02  649012         std::list<int, std::allocator<int> >::_M_create_node(int const&) [33]
                0.01    0.00  649012/649012      std::_List_base<int, std::allocator<int> >::_M_get_node() [45]
                0.00    0.01  649012/649012      __gnu_cxx::new_allocator<int>::construct(int*, int const&) [52]
                0.00    0.00  649012/1298024     std::_List_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [87]
                0.00    0.00  649012/1298312     std::allocator<int>::~allocator() [86]
-----------------------------------------------
                0.03    0.00 20164564/20164564     SampleSAT::randomWalk() [14]
[34]     0.1    0.03    0.00 20164564         SatProblem::getClVecSize() [34]
-----------------------------------------------
                0.02    0.00 10011958/10011958     SampleSAT::randomWalk() [14]
[35]     0.1    0.02    0.00 10011958         SatProblem::getFixedClausei(int) [35]
-----------------------------------------------
                0.00    0.00       4/92200       std::_List_base<int, std::allocator<int> >::_List_base() [41]
                0.00    0.00     288/92200       std::_List_base<int, std::allocator<int> >::_List_base(std::allocator<int> const&) [75]
                0.02    0.00   91908/92200       std::list<int, std::allocator<int> >::clear() [26]
[36]     0.1    0.02    0.00   92200         std::_List_base<int, std::allocator<int> >::_M_init() [36]
-----------------------------------------------
                0.01    0.01    1000/1000        SampleSAT::solve(SatProblem*, int*) [9]
[37]     0.1    0.01    0.01    1000         SatProblem::initSatCheck(int*) [37]
                0.01    0.00  283958/35279620     SatProblem::isSatCnj(int*, int) [13]
-----------------------------------------------
                                                 <spontaneous>
[38]     0.0    0.01    0.00                 SatProblem::isSat(int*) [38]
-----------------------------------------------
                0.00    0.01       1/1           main [1]
[39]     0.0    0.00    0.01       1         SatProblem::parseCnfFile(char*) [39]
                0.00    0.01       1/1           SatProblem::allocate() [40]
                0.00    0.00    1012/649012      std::list<int, std::allocator<int> >::push_back(int const&) [27]
                0.00    0.00    1012/86129161     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [19]
-----------------------------------------------
                0.00    0.01       1/1           SatProblem::parseCnfFile(char*) [39]
[40]     0.0    0.00    0.01       1         SatProblem::allocate() [40]
                0.00    0.01       4/4           std::list<int, std::allocator<int> >::list() [42]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::resize(unsigned int, std::list<int, std::allocator<int> >) [64]
                0.00    0.00       4/292         std::list<int, std::allocator<int> >::~list() [66]
-----------------------------------------------
                0.00    0.01       4/4           std::list<int, std::allocator<int> >::list() [42]
[41]     0.0    0.00    0.01       4         std::_List_base<int, std::allocator<int> >::_List_base() [41]
                0.00    0.01       4/4           std::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [49]
                0.00    0.00       4/92200       std::_List_base<int, std::allocator<int> >::_M_init() [36]
-----------------------------------------------
                0.00    0.01       4/4           SatProblem::allocate() [40]
[42]     0.0    0.00    0.01       4         std::list<int, std::allocator<int> >::list() [42]
                0.00    0.01       4/4           std::_List_base<int, std::allocator<int> >::_List_base() [41]
-----------------------------------------------
                0.00    0.00   86052/2816650     SampleSAT::init_model() [55]
                0.00    0.00   88796/2816650     SampleSAT::simAnnealing() [17]
                0.00    0.00   97682/2816650     SampleSAT::randomWalk() [14]
                0.01    0.00 2544120/2816650     SampleSAT::greedyWalk() [11]
[43]     0.0    0.01    0.00 2816650         SatProblem::getVar(int) [43]
-----------------------------------------------
                0.00    0.00     288/649300      void std::_Construct<std::list<int, std::allocator<int> >, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > const&) [71]
                0.01    0.00  649012/649300      __gnu_cxx::new_allocator<int>::construct(int*, int const&) [52]
[44]     0.0    0.01    0.00  649300         operator new(unsigned int, void*) [44]
-----------------------------------------------
                0.01    0.00  649012/649012      std::list<int, std::allocator<int> >::_M_create_node(int const&) [33]
[45]     0.0    0.01    0.00  649012         std::_List_base<int, std::allocator<int> >::_M_get_node() [45]
                0.00    0.00  649012/649012      __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned int, void const*) [89]
-----------------------------------------------
                0.00    0.00       2/32150       SliceSampling::learn(int*, char*, int) [2]
                0.00    0.00       4/32150       main [1]
                0.00    0.00      40/32150       SliceSampling::cdlearn(int) [3]
                0.00    0.00    4000/32150       SliceSampling::sampleX() [8]
                0.01    0.00   28104/32150       SliceSampling::unitProc(int, int) [53]
[46]     0.0    0.01    0.00   32150         Timer::time() [46]
-----------------------------------------------
                0.00    0.00       1/76          SampleSAT::SampleSAT(SatProblem*, samplesatparams*, bool, learnparams*) [61]
                0.00    0.00       1/76          SliceSampling::SliceSampling(SampleSAT*, SatProblem*, learnparams*) [60]
                0.01    0.00      74/76          main [1]
[47]     0.0    0.01    0.00      76         SatProblem::getNumVariables() [47]
-----------------------------------------------
                0.01    0.00       4/4           std::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [49]
[48]     0.0    0.01    0.00       4         std::allocator<std::_List_node<int> >::allocator() [48]
                0.00    0.00       4/292         __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator() [119]
-----------------------------------------------
                0.00    0.01       4/4           std::_List_base<int, std::allocator<int> >::_List_base() [41]
[49]     0.0    0.00    0.01       4         std::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [49]
                0.01    0.00       4/4           std::allocator<std::_List_node<int> >::allocator() [48]
-----------------------------------------------
                0.01    0.00       1/1           main [1]
[50]     0.0    0.01    0.00       1         SatProblem::parseSliFile(char*) [50]
-----------------------------------------------
                0.01    0.00       1/1           SliceSampling::learn(int*, char*, int) [2]
[51]     0.0    0.01    0.00       1         SliceSampling::lallocate(int) [51]
-----------------------------------------------
                0.00    0.01  649012/649012      std::list<int, std::allocator<int> >::_M_create_node(int const&) [33]
[52]     0.0    0.00    0.01  649012         __gnu_cxx::new_allocator<int>::construct(int*, int const&) [52]
                0.01    0.00  649012/649300      operator new(unsigned int, void*) [44]
-----------------------------------------------
                0.00    0.01   14052/14052       SliceSampling::sampleX() [8]
[53]     0.0    0.00    0.01   14052         SliceSampling::unitProc(int, int) [53]
                0.01    0.00   28104/32150       Timer::time() [46]
                0.00    0.00   14052/14052       SatProblem::setClause(int, int) [59]
                0.00    0.00   14052/14052       SatProblem::setAtom(int, int) [100]
                0.00    0.00   14052/14052       SatProblem::rewriteWL(int, int) [101]
-----------------------------------------------
                0.00    0.01    1000/1000        SliceSampling::cdlearn(int) [3]
[54]     0.0    0.00    0.01    1000         SliceSampling::sampleU() [54]
                0.00    0.01   72000/491789      SatProblem::getGrand() [28]
                0.00    0.00   72000/21847752     SatProblem::getTheta(int) [25]
-----------------------------------------------
                0.00    0.01    1000/1000        SampleSAT::solve(SatProblem*, int*) [9]
[55]     0.0    0.00    0.01    1000         SampleSAT::init_model() [55]
                0.00    0.00   57948/491789      SatProblem::getGrand() [28]
                0.00    0.00   86052/2816650     SatProblem::getVar(int) [43]
-----------------------------------------------
                0.01    0.00 10477671/10477671     SampleSAT::randomWalk() [14]
[56]     0.0    0.01    0.00 10477671         SatProblem::getClVec(int) [56]
-----------------------------------------------
                0.01    0.00  300850/300850      SampleSAT::randomWalk() [14]
[57]     0.0    0.01    0.00  300850         SatProblem::getCnjSize(int) [57]
-----------------------------------------------
                0.01    0.00    1000/1000        SliceSampling::sampleX() [8]
[58]     0.0    0.01    0.00    1000         SatProblem::getNumFixedAtom() [58]
-----------------------------------------------
                0.00    0.00   14052/14052       SliceSampling::unitProc(int, int) [53]
[59]     0.0    0.00    0.00   14052         SatProblem::setClause(int, int) [59]
                0.00    0.00   56061/76999397     std::list<int, std::allocator<int> >::end() [16]
                0.00    0.00   42009/67456529     std::_List_iterator<int>::operator++(int) [15]
                0.00    0.00   70113/86129161     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [19]
                0.00    0.00   56061/76350385     std::_List_iterator<int>::operator!=(std::_List_iterator<int> const&) const [20]
                0.00    0.00   14052/8893856     std::list<int, std::allocator<int> >::begin() [31]
                0.00    0.00   42009/70033333     std::_List_iterator<int>::operator*() const [24]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[60]     0.0    0.00    0.00       1         SliceSampling::SliceSampling(SampleSAT*, SatProblem*, learnparams*) [60]
                0.00    0.00       1/76          SatProblem::getNumVariables() [47]
                0.00    0.00       1/4           Timer::Timer() [145]
                0.00    0.00       1/1           SliceSampling::init() [179]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[61]     0.0    0.00    0.00       1         SampleSAT::SampleSAT(SatProblem*, samplesatparams*, bool, learnparams*) [61]
                0.00    0.00       1/76          SatProblem::getNumVariables() [47]
                0.00    0.00       1/4           Timer::Timer() [145]
                0.00    0.00       1/1           SampleSAT::setWalkMax(int) [184]
                0.00    0.00       1/1           SampleSAT::setNumSample(int) [185]
                0.00    0.00       1/1           SampleSAT::setWalkSatProb(double) [187]
                0.00    0.00       1/1           SampleSAT::setRandomWalkProb(double) [188]
                0.00    0.00       1/1           SampleSAT::setTemperature(double) [186]
                0.00    0.00       1/1           SatProblem::getNumClauses() [175]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [63]
[62]     0.0    0.00    0.00       4         std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [62]
                0.00    0.00       4/4           void std::__uninitialized_fill_n_a<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> >, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&, std::allocator<std::list<int, std::allocator<int> > >&) [74]
                0.00    0.00       4/8           void std::_Destroy<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > >&) [70]
                0.00    0.00      16/20          std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_get_Tp_allocator() [132]
                0.00    0.00       8/16          __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >::base() const [133]
                0.00    0.00       8/8           std::list<int, std::allocator<int> >* std::__uninitialized_move_a<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > >&) [144]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_check_len(unsigned int, char const*) const [152]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::begin() [161]
                0.00    0.00       4/4           __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >::difference_type __gnu_cxx::operator-<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > > const&) [151]
                0.00    0.00       4/4           std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_allocate(unsigned int) [155]
                0.00    0.00       4/8           std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_deallocate(std::list<int, std::allocator<int> >*, unsigned int) [140]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::resize(unsigned int, std::list<int, std::allocator<int> >) [64]
[63]     0.0    0.00    0.00       4         std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [63]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [62]
-----------------------------------------------
                0.00    0.00       4/4           SatProblem::allocate() [40]
[64]     0.0    0.00    0.00       4         std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::resize(unsigned int, std::list<int, std::allocator<int> >) [64]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [63]
                0.00    0.00       8/24          std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::size() const [131]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::end() [160]
-----------------------------------------------
                0.00    0.00     292/292         std::list<int, std::allocator<int> >::~list() [66]
[65]     0.0    0.00    0.00     292         std::_List_base<int, std::allocator<int> >::~_List_base() [65]
                0.00    0.00     292/92200       std::_List_base<int, std::allocator<int> >::_M_clear() [32]
                0.00    0.00     292/292         std::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [121]
-----------------------------------------------
                0.00    0.00       4/292         SatProblem::allocate() [40]
                0.00    0.00     288/292         void std::_Destroy<std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*) [67]
[66]     0.0    0.00    0.00     292         std::list<int, std::allocator<int> >::~list() [66]
                0.00    0.00     292/292         std::_List_base<int, std::allocator<int> >::~_List_base() [65]
-----------------------------------------------
                0.00    0.00     288/288         void std::_Destroy_aux<false>::__destroy<std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*) [68]
[67]     0.0    0.00    0.00     288         void std::_Destroy<std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*) [67]
                0.00    0.00     288/292         std::list<int, std::allocator<int> >::~list() [66]
-----------------------------------------------
                0.00    0.00       8/8           void std::_Destroy<std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*) [69]
