Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                1.81    0.00 1511248412/1524477073     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [16]
                0.69    0.05 31528464/31664303     std::list<int, std::allocator<int> >::begin() [17]
-----------------------------------------------
                0.05    0.00 1574570/733076332     SatProblem::initSatCheck(int*) [42]
                0.05    0.00 1737347/733076332     SatProblem::getNsc1(int*, int) [32]
                0.17    0.00 5668673/733076332     SatProblem::afterFlip(int*, int) [26]
               21.21    0.00 724095742/733076332     SatProblem::getNsc2(int*, int) [8]
[9]     32.0   21.48    0.00 733076332         SatProblem::isSatCnj(int*, int) [9]
-----------------------------------------------
                0.00    0.00  117589/1457452440     SatProblem::setClause(int, int) [78]
                0.02    0.00 3474694/1457452440     SatProblem::getNsc1(int*, int) [32]
                0.03    0.00 5668673/1457452440     SatProblem::afterFlip(int*, int) [26]
                8.48    0.00 1448191484/1457452440     SatProblem::getNsc2(int*, int) [8]
[10]    12.7    8.53    0.00 1457452440         std::_List_iterator<int>::operator++(int) [10]
-----------------------------------------------
                0.00    0.00  121172/1492564307     SatProblem::setClause(int, int) [78]
                0.01    0.01 3447564/1492564307     std::list<int, std::allocator<int> >::push_back(int const&) [35]
                0.01    0.01 3519906/1492564307     SatProblem::getNsc1(int*, int) [32]
                0.02    0.01 5755717/1492564307     SatProblem::afterFlip(int*, int) [26]
                4.18    2.48 1479719948/1492564307     SatProblem::getNsc2(int*, int) [8]
[11]    10.0    4.21    2.50 1492564307         std::list<int, std::allocator<int> >::end() [11]
                2.50    0.00 1492564307/1524228610     std::_List_iterator<int>::_List_iterator(std::_List_node_base*) [13]
-----------------------------------------------
                1.63    1.30   11303/11303       SampleSAT::walk() [6]
[12]     4.4    1.63    1.30   11303         SampleSAT::randomWalk() [12]
                0.51    0.00 177892984/177892984     SatProblem::getFixedClausei(int) [22]
                0.28    0.00 355831180/355831180     SatProblem::getClVecSize() [30]
                0.09    0.19   11303/11303       SatProblem::getNsc1(int*, int) [32]
                0.23    0.00 181312258/181312258     SatProblem::getClVec(int) [34]
                0.00    0.00   32426/8396019     SatProblem::getVar(int) [46]
                0.00    0.00   98761/98761       SatProblem::getCnjSize(int) [99]
                0.00    0.00   63839/63839       SatProblem::getCnj(int, int) [101]
                0.00    0.00   11303/176353      SatProblem::getNumSat() [96]
                0.00    0.00   11303/43522       SatProblem::addNumSat(int) [102]
-----------------------------------------------
                0.05    0.00 31664303/1524228610     std::list<int, std::allocator<int> >::begin() [17]
                2.50    0.00 1492564307/1524228610     std::list<int, std::allocator<int> >::end() [11]
[13]     3.8    2.56    0.00 1524228610         std::_List_iterator<int>::_List_iterator(std::_List_node_base*) [13]
-----------------------------------------------
                0.00    0.00  117589/1463121113     SatProblem::setClause(int, int) [78]
                0.00    0.00 3474694/1463121113     SatProblem::getNsc1(int*, int) [32]
                0.01    0.00 11337346/1463121113     SatProblem::afterFlip(int*, int) [26]
                1.87    0.00 1448191484/1463121113     SatProblem::getNsc2(int*, int) [8]
[14]     2.8    1.89    0.00 1463121113         std::_List_iterator<int>::operator*() const [14]
-----------------------------------------------
                0.00    0.00  121172/1489116743     SatProblem::setClause(int, int) [78]
                0.00    0.00 3519906/1489116743     SatProblem::getNsc1(int*, int) [32]
                0.01    0.00 5755717/1489116743     SatProblem::afterFlip(int*, int) [26]
                1.86    0.00 1479719948/1489116743     SatProblem::getNsc2(int*, int) [8]
[15]     2.8    1.88    0.00 1489116743         std::_List_iterator<int>::operator!=(std::_List_iterator<int> const&) const [15]
-----------------------------------------------
                0.00    0.00   67164/1524477073     SatProblem::parseCnfFile(char*) [53]
                0.00    0.00  124755/1524477073     SatProblem::setClause(int, int) [78]
                0.00    0.00 3565118/1524477073     SatProblem::getNsc1(int*, int) [32]
                0.00    0.00 3628863/1524477073     SatProblem::initParams() [23]
                0.01    0.00 5842761/1524477073     SatProblem::afterFlip(int*, int) [26]
                1.81    0.00 1511248412/1524477073     SatProblem::getNsc2(int*, int) [8]
[16]     2.7    1.82    0.00 1524477073         std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [16]
-----------------------------------------------
                0.00    0.00    3583/31664303     SatProblem::setClause(int, int) [78]
                0.00    0.00   45212/31664303     SatProblem::getNsc1(int*, int) [32]
                0.00    0.00   87044/31664303     SatProblem::afterFlip(int*, int) [26]
                0.69    0.05 31528464/31664303     SatProblem::getNsc2(int*, int) [8]
[17]     1.1    0.69    0.05 31664303         std::list<int, std::allocator<int> >::begin() [17]
                0.05    0.00 31664303/1524228610     std::_List_iterator<int>::_List_iterator(std::_List_node_base*) [13]
-----------------------------------------------
                0.60    0.00       2/2           SatProblem::SatProblem(unsigned long) [19]
[18]     0.9    0.60    0.00       2         std::_List_iterator<int>::_List_iterator() [18]
-----------------------------------------------
                0.00    0.60       1/1           main [1]
[19]     0.9    0.00    0.60       1         SatProblem::SatProblem(unsigned long) [19]
                0.60    0.00       2/2           std::_List_iterator<int>::_List_iterator() [18]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::vector() [158]
                0.00    0.00       1/1           Random::Random() [178]
                0.00    0.00       1/1           Random::sgenrand(unsigned long) [177]
-----------------------------------------------
                0.00    0.57    3583/3583        SliceSampling::sampleX() [4]
[20]     0.8    0.00    0.57    3583         SliceSampling::unitProc(int, int) [20]
                0.00    0.57    3583/3583        SatProblem::rewriteWL(int, int) [21]
                0.00    0.00    3583/3583        SatProblem::setClause(int, int) [78]
                0.00    0.00    7166/7612        Timer::time() [104]
                0.00    0.00    3583/3583        SatProblem::setAtom(int, int) [107]
-----------------------------------------------
                0.00    0.57    3583/3583        SliceSampling::unitProc(int, int) [20]
[21]     0.8    0.00    0.57    3583         SatProblem::rewriteWL(int, int) [21]
                0.00    0.29    3583/3583        std::vector<int, std::allocator<int> >::~vector() [28]
                0.28    0.00    3583/3583        std::vector<int, std::allocator<int> >::vector() [31]
-----------------------------------------------
                0.51    0.00 177892984/177892984     SampleSAT::randomWalk() [12]
[22]     0.8    0.51    0.00 177892984         SatProblem::getFixedClausei(int) [22]
-----------------------------------------------
                0.12    0.27     100/100         SliceSampling::sampleX() [4]
[23]     0.6    0.12    0.27     100         SatProblem::initParams() [23]
                0.01    0.15 3380400/3447564     std::list<int, std::allocator<int> >::push_back(int const&) [35]
                0.00    0.11  102663/102663      std::list<int, std::allocator<int> >::clear() [38]
                0.00    0.00 3628863/1524477073     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [16]
                0.00    0.00  145800/145800      std::list<int, std::allocator<int> >::empty() const [97]
-----------------------------------------------
                                                 <spontaneous>
[24]     0.6    0.39    0.00                 SatProblem::isSat(int*) [24]
-----------------------------------------------
                0.00    0.34   22673/22673       SampleSAT::walk() [6]
[25]     0.5    0.00    0.34   22673         SampleSAT::simAnnealing() [25]
                0.05    0.12   22673/7882116     SatProblem::getNsc2(int*, int) [8]
                0.04    0.12   20884/43522       SatProblem::afterFlip(int*, int) [26]
                0.00    0.00   42253/252519      SatProblem::getGrand() [57]
                0.00    0.00   23895/8396019     SatProblem::getVar(int) [46]
                0.00    0.00   22673/22673       SampleSAT::getTemp() [103]
                0.00    0.00   22673/176353      SatProblem::getNumSat() [96]
                0.00    0.00   20884/43522       SatProblem::addNumSat(int) [102]
-----------------------------------------------
                0.02    0.07   11303/43522       SatProblem::getNsc1(int*, int) [32]
                0.02    0.07   11335/43522       SampleSAT::greedyWalk() [7]
                0.04    0.12   20884/43522       SampleSAT::simAnnealing() [25]
[26]     0.5    0.08    0.26   43522         SatProblem::afterFlip(int*, int) [26]
                0.17    0.00 5668673/733076332     SatProblem::isSatCnj(int*, int) [9]
                0.03    0.00 5668673/1457452440     std::_List_iterator<int>::operator++(int) [10]
                0.02    0.01 5755717/1492564307     std::list<int, std::allocator<int> >::end() [11]
                0.01    0.00 11337346/1463121113     std::_List_iterator<int>::operator*() const [14]
                0.01    0.00 5755717/1489116743     std::_List_iterator<int>::operator!=(std::_List_iterator<int> const&) const [15]
                0.01    0.00 5842761/1524477073     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [16]
                0.00    0.00   87044/31664303     std::list<int, std::allocator<int> >::begin() [17]
-----------------------------------------------
                0.00    0.29    3583/3583        std::vector<int, std::allocator<int> >::~vector() [28]
[27]     0.4    0.00    0.29    3583         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [27]
                0.28    0.00    3583/3583        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [29]
                0.00    0.00    3583/3583        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned int) [109]
-----------------------------------------------
                0.00    0.29    3583/3583        SatProblem::rewriteWL(int, int) [21]
[28]     0.4    0.00    0.29    3583         std::vector<int, std::allocator<int> >::~vector() [28]
                0.00    0.29    3583/3583        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [27]
                0.00    0.00    3583/3583        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [110]
                0.00    0.00    3583/3583        void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [112]
-----------------------------------------------
                0.28    0.00    3583/3583        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [27]
[29]     0.4    0.28    0.00    3583         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [29]
                0.00    0.00    3583/3583        std::allocator<int>::~allocator() [89]
-----------------------------------------------
                0.28    0.00 355831180/355831180     SampleSAT::randomWalk() [12]
[30]     0.4    0.28    0.00 355831180         SatProblem::getClVecSize() [30]
-----------------------------------------------
                0.28    0.00    3583/3583        SatProblem::rewriteWL(int, int) [21]
[31]     0.4    0.28    0.00    3583         std::vector<int, std::allocator<int> >::vector() [31]
                0.00    0.00    3583/3583        std::_Vector_base<int, std::allocator<int> >::_Vector_base() [88]
-----------------------------------------------
                0.09    0.19   11303/11303       SampleSAT::randomWalk() [12]
[32]     0.4    0.09    0.19   11303         SatProblem::getNsc1(int*, int) [32]
                0.02    0.07   11303/43522       SatProblem::afterFlip(int*, int) [26]
                0.05    0.00 1737347/733076332     SatProblem::isSatCnj(int*, int) [9]
                0.02    0.00 3474694/1457452440     std::_List_iterator<int>::operator++(int) [10]
                0.01    0.01 3519906/1492564307     std::list<int, std::allocator<int> >::end() [11]
                0.00    0.00 3474694/1463121113     std::_List_iterator<int>::operator*() const [14]
                0.00    0.00 3519906/1489116743     std::_List_iterator<int>::operator!=(std::_List_iterator<int> const&) const [15]
                0.00    0.00 3565118/1524477073     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [16]
                0.00    0.00   45212/31664303     std::list<int, std::allocator<int> >::begin() [17]
-----------------------------------------------
                0.00    0.00       1/733         SampleSAT::SampleSAT(SatProblem*, samplesatparams*) [80]
                0.00    0.00       1/733         SliceSampling::SliceSampling(SampleSAT*, SatProblem*, learnparams*) [79]
                0.24    0.00     731/733         main [1]
[33]     0.4    0.24    0.00     733         SatProblem::getNumVariables() [33]
-----------------------------------------------
                0.23    0.00 181312258/181312258     SampleSAT::randomWalk() [12]
[34]     0.3    0.23    0.00 181312258         SatProblem::getClVec(int) [34]
-----------------------------------------------
                0.00    0.00   67164/3447564     SatProblem::parseCnfFile(char*) [53]
                0.01    0.15 3380400/3447564     SatProblem::initParams() [23]
[35]     0.2    0.01    0.15 3447564         std::list<int, std::allocator<int> >::push_back(int const&) [35]
                0.03    0.11 3447564/3447564     std::list<int, std::allocator<int> >::_M_insert(std::_List_iterator<int>, int const&) [36]
                0.01    0.01 3447564/1492564307     std::list<int, std::allocator<int> >::end() [11]
-----------------------------------------------
                0.03    0.11 3447564/3447564     std::list<int, std::allocator<int> >::push_back(int const&) [35]
[36]     0.2    0.03    0.11 3447564         std::list<int, std::allocator<int> >::_M_insert(std::_List_iterator<int>, int const&) [36]
                0.03    0.08 3447564/3447564     std::list<int, std::allocator<int> >::_M_create_node(int const&) [39]
-----------------------------------------------
                0.00    0.00    2920/105583      std::_List_base<int, std::allocator<int> >::~_List_base() [72]
                0.05    0.06  102663/105583      std::list<int, std::allocator<int> >::clear() [38]
[37]     0.2    0.05    0.06  105583         std::_List_base<int, std::allocator<int> >::_M_clear() [37]
                0.01    0.02 3447564/6895128     std::_List_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [41]
                0.02    0.01 3447564/3447564     std::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [47]
                0.00    0.00 3447564/6898044     std::allocator<int>::~allocator() [66]
                0.00    0.00 3447564/3447564     __gnu_cxx::new_allocator<int>::destroy(int*) [94]
-----------------------------------------------
                0.00    0.11  102663/102663      SatProblem::initParams() [23]
[38]     0.2    0.00    0.11  102663         std::list<int, std::allocator<int> >::clear() [38]
                0.05    0.06  102663/105583      std::_List_base<int, std::allocator<int> >::_M_clear() [37]
                0.00    0.00  102663/105583      std::_List_base<int, std::allocator<int> >::_M_init() [98]
-----------------------------------------------
                0.03    0.08 3447564/3447564     std::list<int, std::allocator<int> >::_M_insert(std::_List_iterator<int>, int const&) [36]
[39]     0.2    0.03    0.08 3447564         std::list<int, std::allocator<int> >::_M_create_node(int const&) [39]
                0.02    0.02 3447564/3447564     std::_List_base<int, std::allocator<int> >::_M_get_node() [43]
                0.01    0.02 3447564/6895128     std::_List_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [41]
                0.01    0.00 3447564/3447564     __gnu_cxx::new_allocator<int>::construct(int*, int const&) [56]
                0.00    0.00 3447564/6898044     std::allocator<int>::~allocator() [66]
-----------------------------------------------
                0.10    0.00      10/10          SliceSampling::cdlearn(int) [3]
[40]     0.1    0.10    0.00      10         SliceSampling::calclik2(int, double*) [40]
-----------------------------------------------
                0.01    0.02 3447564/6895128     std::_List_base<int, std::allocator<int> >::_M_clear() [37]
                0.01    0.02 3447564/6895128     std::list<int, std::allocator<int> >::_M_create_node(int const&) [39]
[41]     0.1    0.02    0.04 6895128         std::_List_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [41]
                0.01    0.02 6895128/6898044     std::allocator<int>::allocator<std::_List_node<int> >(std::allocator<std::_List_node<int> > const&) [44]
                0.01    0.00 6895128/6898044     std::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() const [54]
-----------------------------------------------
                0.00    0.05     100/100         SampleSAT::solve(SatProblem*, int*) [5]
[42]     0.1    0.00    0.05     100         SatProblem::initSatCheck(int*) [42]
                0.05    0.00 1574570/733076332     SatProblem::isSatCnj(int*, int) [9]
-----------------------------------------------
                0.02    0.02 3447564/3447564     std::list<int, std::allocator<int> >::_M_create_node(int const&) [39]
[43]     0.1    0.02    0.02 3447564         std::_List_base<int, std::allocator<int> >::_M_get_node() [43]
                0.02    0.00 3447564/3447564     __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned int, void const*) [49]
-----------------------------------------------
                0.00    0.00    2916/6898044     std::list<int, std::allocator<int> >::list(std::list<int, std::allocator<int> > const&) [81]
                0.01    0.02 6895128/6898044     std::_List_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [41]
[44]     0.1    0.01    0.02 6898044         std::allocator<int>::allocator<std::_List_node<int> >(std::allocator<std::_List_node<int> > const&) [44]
                0.02    0.00 6898044/6901627     __gnu_cxx::new_allocator<int>::new_allocator() [48]
-----------------------------------------------
                0.00    0.00     729/14886909     SliceSampling::learn(int*, char*, int) [2]
                0.00    0.00   72900/14886909     SliceSampling::sampleU() [52]
                0.00    0.00   72900/14886909     SliceSampling::sampleX() [4]
                0.03    0.00 14740380/14886909     SliceSampling::cdlearn(int) [3]
[45]     0.0    0.03    0.00 14886909         SatProblem::getTheta(int) [45]
-----------------------------------------------
                0.00    0.00   23895/8396019     SampleSAT::simAnnealing() [25]
                0.00    0.00   32426/8396019     SampleSAT::randomWalk() [12]
                0.00    0.00   76483/8396019     SampleSAT::init_model() [77]
                0.03    0.00 8263215/8396019     SampleSAT::greedyWalk() [7]
[46]     0.0    0.03    0.00 8396019         SatProblem::getVar(int) [46]
-----------------------------------------------
                0.02    0.01 3447564/3447564     std::_List_base<int, std::allocator<int> >::_M_clear() [37]
[47]     0.0    0.02    0.01 3447564         std::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [47]
                0.01    0.00 3447564/3447564     __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned int) [55]
-----------------------------------------------
                0.00    0.00    3583/6901627     std::allocator<int>::allocator() [86]
                0.02    0.00 6898044/6901627     std::allocator<int>::allocator<std::_List_node<int> >(std::allocator<std::_List_node<int> > const&) [44]
[48]     0.0    0.03    0.00 6901627         __gnu_cxx::new_allocator<int>::new_allocator() [48]
-----------------------------------------------
                0.02    0.00 3447564/3447564     std::_List_base<int, std::allocator<int> >::_M_get_node() [43]
[49]     0.0    0.02    0.00 3447564         __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned int, void const*) [49]
                0.00    0.00 3447564/3447564     __gnu_cxx::new_allocator<std::_List_node<int> >::max_size() const [95]
-----------------------------------------------
                0.02    0.00     100/100         SampleSAT::solve(SatProblem*, int*) [5]
[50]     0.0    0.02    0.00     100         SatProblem::cpClVector() [50]
-----------------------------------------------
                0.02    0.00       1/1           SliceSampling::learn(int*, char*, int) [2]
[51]     0.0    0.02    0.00       1         SliceSampling::readdata(char*) [51]
-----------------------------------------------
                0.01    0.00     100/100         SliceSampling::cdlearn(int) [3]
[52]     0.0    0.01    0.00     100         SliceSampling::sampleU() [52]
                0.00    0.00   72900/252519      SatProblem::getGrand() [57]
                0.00    0.00   72900/14886909     SatProblem::getTheta(int) [45]
-----------------------------------------------
                0.00    0.01       1/1           main [1]
[53]     0.0    0.00    0.01       1         SatProblem::parseCnfFile(char*) [53]
                0.00    0.01       1/1           SatProblem::allocate() [60]
                0.00    0.00   67164/3447564     std::list<int, std::allocator<int> >::push_back(int const&) [35]
                0.00    0.00   67164/1524477073     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [16]
-----------------------------------------------
                0.00    0.00    2916/6898044     std::list<int, std::allocator<int> >::list(std::list<int, std::allocator<int> > const&) [81]
                0.01    0.00 6895128/6898044     std::_List_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [41]
[54]     0.0    0.01    0.00 6898044         std::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() const [54]
-----------------------------------------------
                0.01    0.00 3447564/3447564     std::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [47]
[55]     0.0    0.01    0.00 3447564         __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned int) [55]
-----------------------------------------------
                0.01    0.00 3447564/3447564     std::list<int, std::allocator<int> >::_M_create_node(int const&) [39]
[56]     0.0    0.01    0.00 3447564         __gnu_cxx::new_allocator<int>::construct(int*, int const&) [56]
                0.00    0.00 3447564/3450480     operator new(unsigned int, void*) [93]
-----------------------------------------------
                0.00    0.00     100/252519      SliceSampling::cdlearn(int) [3]
                0.00    0.00   42253/252519      SampleSAT::simAnnealing() [25]
                0.00    0.00   67949/252519      SampleSAT::walk() [6]
                0.00    0.00   69317/252519      SampleSAT::init_model() [77]
                0.00    0.00   72900/252519      SliceSampling::sampleU() [52]
[57]     0.0    0.00    0.01  252519         SatProblem::getGrand() [57]
                0.01    0.00  252519/252519      Random::genrand() [58]
-----------------------------------------------
                0.01    0.00  252519/252519      SatProblem::getGrand() [57]
[58]     0.0    0.01    0.00  252519         Random::genrand() [58]
-----------------------------------------------
                0.01    0.00       1/1           main [1]
[59]     0.0    0.01    0.00       1         SatProblem::parseSliFile(char*) [59]
-----------------------------------------------
                0.00    0.01       1/1           SatProblem::parseCnfFile(char*) [53]
[60]     0.0    0.00    0.01       1         SatProblem::allocate() [60]
                0.00    0.01       4/4           std::list<int, std::allocator<int> >::list() [65]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::resize(unsigned int, std::list<int, std::allocator<int> >) [69]
                0.00    0.00       4/2920        std::list<int, std::allocator<int> >::~list() [73]
-----------------------------------------------
                0.00    0.00       4/8           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::~vector() [70]
                0.00    0.00       4/8           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [67]
[61]     0.0    0.01    0.00       8         void std::_Destroy<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > >&) [61]
                0.00    0.00       8/8           void std::_Destroy<std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*) [76]
-----------------------------------------------
                0.00    0.00    3583/6901627     std::allocator<int>::~allocator() [89]
                0.00    0.00 6898044/6901627     std::allocator<int>::~allocator() [66]
[62]     0.0    0.01    0.00 6901627         __gnu_cxx::new_allocator<int>::~new_allocator() [62]
-----------------------------------------------
                0.01    0.00       4/4           std::_List_base<int, std::allocator<int> >::_List_base() [64]
[63]     0.0    0.01    0.00       4         std::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [63]
                0.00    0.00       4/4           std::allocator<std::_List_node<int> >::allocator() [148]
-----------------------------------------------
                0.00    0.01       4/4           std::list<int, std::allocator<int> >::list() [65]
[64]     0.0    0.00    0.01       4         std::_List_base<int, std::allocator<int> >::_List_base() [64]
                0.01    0.00       4/4           std::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [63]
                0.00    0.00       4/105583      std::_List_base<int, std::allocator<int> >::_M_init() [98]
-----------------------------------------------
                0.00    0.01       4/4           SatProblem::allocate() [60]
[65]     0.0    0.00    0.01       4         std::list<int, std::allocator<int> >::list() [65]
                0.00    0.01       4/4           std::_List_base<int, std::allocator<int> >::_List_base() [64]
-----------------------------------------------
                0.00    0.00    2916/6898044     std::list<int, std::allocator<int> >::list(std::list<int, std::allocator<int> > const&) [81]
                0.00    0.00 3447564/6898044     std::_List_base<int, std::allocator<int> >::_M_clear() [37]
                0.00    0.00 3447564/6898044     std::list<int, std::allocator<int> >::_M_create_node(int const&) [39]
[66]     0.0    0.00    0.00 6898044         std::allocator<int>::~allocator() [66]
                0.00    0.00 6898044/6901627     __gnu_cxx::new_allocator<int>::~new_allocator() [62]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [68]
[67]     0.0    0.00    0.00       4         std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [67]
                0.00    0.00       4/8           void std::_Destroy<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > >&) [61]
                0.00    0.00       4/4           void std::__uninitialized_fill_n_a<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> >, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&, std::allocator<std::list<int, std::allocator<int> > >&) [85]
                0.00    0.00      16/20          std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_get_Tp_allocator() [129]
                0.00    0.00       8/16          __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >::base() const [130]
                0.00    0.00       8/8           std::list<int, std::allocator<int> >* std::__uninitialized_move_a<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > >&) [140]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_check_len(unsigned int, char const*) const [147]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::begin() [157]
                0.00    0.00       4/4           __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >::difference_type __gnu_cxx::operator-<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > > const&) [146]
                0.00    0.00       4/4           std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_allocate(unsigned int) [151]
                0.00    0.00       4/8           std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_deallocate(std::list<int, std::allocator<int> >*, unsigned int) [136]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::resize(unsigned int, std::list<int, std::allocator<int> >) [69]
[68]     0.0    0.00    0.00       4         std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [68]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [67]
-----------------------------------------------
                0.00    0.00       4/4           SatProblem::allocate() [60]
[69]     0.0    0.00    0.00       4         std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::resize(unsigned int, std::list<int, std::allocator<int> >) [69]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [68]
