Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ks/call  Ks/call  name    
                0.00    0.00   14164/14164       SliceSampling::unitProc(int, int) [51]
                0.00    0.00   72000/215833752     SatProblem::getTheta(int) [14]
                0.00    0.00    4000/32374       Timer::time() [100]
                0.00    0.00    1000/1000        SatProblem::getNumFixedClause() [117]
-----------------------------------------------
                0.00    3.00    1000/1000        SliceSampling::sampleX() [8]
[9]      0.1    0.00    3.00    1000         SampleSAT::solve(SatProblem*, int*) [9]
                0.00    2.98  120287/120287      SampleSAT::walk() [10]
                0.01    0.01    1000/1000        SatProblem::initSatCheck(int*) [33]
                0.00    0.00    1000/1000        SampleSAT::init_model() [52]
                0.00    0.00    1000/1000        SatProblem::cpClVector() [116]
-----------------------------------------------
                0.00    2.98  120287/120287      SampleSAT::solve(SatProblem*, int*) [9]
[10]     0.1    0.00    2.98  120287         SampleSAT::walk() [10]
                0.09    2.46   30184/30184       SampleSAT::greedyWalk() [11]
                0.12    0.15   30243/30243       SampleSAT::randomWalk() [16]
                0.00    0.16   59860/59860       SampleSAT::simAnnealing() [18]
                0.00    0.00  235824/418550      SatProblem::getNumSat() [93]
                0.00    0.00  180714/437614      SatProblem::getGrand() [91]
-----------------------------------------------
                0.09    2.46   30184/30184       SampleSAT::walk() [10]
[11]     0.1    0.09    2.46   30184         SampleSAT::greedyWalk() [11]
                0.66    1.76 1748245/1808105     SatProblem::getNsc2(int*, int) [12]
                0.01    0.03   30184/115537      SatProblem::afterFlip(int*, int) [19]
                0.01    0.00 2173248/2418615     SatProblem::getVar(int) [47]
                0.00    0.00   92623/418550      SatProblem::getNumSat() [93]
                0.00    0.00   30184/115537      SatProblem::addNumSat(int) [98]
-----------------------------------------------
                0.02    0.06   59860/1808105     SampleSAT::simAnnealing() [18]
                0.66    1.76 1748245/1808105     SampleSAT::greedyWalk() [11]
[12]     0.1    0.68    1.82 1808105         SatProblem::getNsc2(int*, int) [12]
                0.96    0.00 25931451/29120656     SatProblem::isSatCnj(int*, int) [13]
                0.33    0.00 51862902/55560299     std::_List_iterator<int>::operator++(int) [15]
                0.19    0.06 59095322/63807941     std::list<int, std::allocator<int> >::end() [17]
                0.12    0.00 66327742/71642479     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [20]
                0.11    0.00 59095322/63158929     std::_List_iterator<int>::operator!=(std::_List_iterator<int> const&) const [21]
                0.04    0.00 51862902/57728512     std::_List_iterator<int>::operator*() const [25]
                0.00    0.01 7232420/7598630     std::list<int, std::allocator<int> >::begin() [43]
-----------------------------------------------
                0.01    0.00  279664/29120656     SatProblem::initSatCheck(int*) [33]
                0.03    0.00  741328/29120656     SatProblem::getNsc1(int*, int) [22]
                0.08    0.00 2168213/29120656     SatProblem::afterFlip(int*, int) [19]
                0.96    0.00 25931451/29120656     SatProblem::getNsc2(int*, int) [12]
[13]     0.0    1.08    0.00 29120656         SatProblem::isSatCnj(int*, int) [13]
-----------------------------------------------
                0.00    0.00      72/215833752     SliceSampling::learn(int*, char*, int) [2]
                0.00    0.00   72000/215833752     SliceSampling::sampleU() [55]
                0.00    0.00   72000/215833752     SliceSampling::sampleX() [8]
                0.57    0.00 215689680/215833752     SliceSampling::cdlearn(int) [3]
[14]     0.0    0.57    0.00 215833752         SatProblem::getTheta(int) [14]
-----------------------------------------------
                0.00    0.00   46528/55560299     SatProblem::setClause(int, int) [50]
                0.01    0.00 1482656/55560299     SatProblem::getNsc1(int*, int) [22]
                0.01    0.00 2168213/55560299     SatProblem::afterFlip(int*, int) [19]
                0.33    0.00 51862902/55560299     SatProblem::getNsc2(int*, int) [12]
[15]     0.0    0.35    0.00 55560299         std::_List_iterator<int>::operator++(int) [15]
-----------------------------------------------
                0.12    0.15   30243/30243       SampleSAT::walk() [10]
[16]     0.0    0.12    0.15   30243         SampleSAT::randomWalk() [16]
                0.02    0.09   30243/30243       SatProblem::getNsc1(int*, int) [22]
                0.02    0.00 17085936/17085936     SatProblem::getClVecSize() [34]
                0.02    0.00 8482482/8482482     SatProblem::getFixedClausei(int) [35]
                0.00    0.00   84012/2418615     SatProblem::getVar(int) [47]
                0.00    0.00 8901889/8901889     SatProblem::getClVec(int) [80]
                0.00    0.00  258753/258753      SatProblem::getCnjSize(int) [94]
                0.00    0.00  158557/158557      SatProblem::getCnj(int, int) [96]
                0.00    0.00   30243/418550      SatProblem::getNumSat() [93]
                0.00    0.00   30243/115537      SatProblem::addNumSat(int) [98]
-----------------------------------------------
                0.00    0.00   60692/63807941     SatProblem::setClause(int, int) [50]
                0.00    0.00  649012/63807941     std::list<int, std::allocator<int> >::push_back(int const&) [28]
                0.01    0.00 1603628/63807941     SatProblem::getNsc1(int*, int) [22]
                0.01    0.00 2399287/63807941     SatProblem::afterFlip(int*, int) [19]
                0.19    0.06 59095322/63807941     SatProblem::getNsc2(int*, int) [12]
[17]     0.0    0.20    0.07 63807941         std::list<int, std::allocator<int> >::end() [17]
                0.07    0.00 63807941/71406571     std::_List_iterator<int>::_List_iterator(std::_List_node_base*) [23]
-----------------------------------------------
                0.00    0.16   59860/59860       SampleSAT::walk() [10]
[18]     0.0    0.00    0.16   59860         SampleSAT::simAnnealing() [18]
                0.02    0.06   59860/1808105     SatProblem::getNsc2(int*, int) [12]
                0.02    0.06   55110/115537      SatProblem::afterFlip(int*, int) [19]
                0.00    0.00   75191/2418615     SatProblem::getVar(int) [47]
                0.00    0.00  126064/437614      SatProblem::getGrand() [91]
                0.00    0.00   59860/59860       SampleSAT::getTemp() [99]
                0.00    0.00   59860/418550      SatProblem::getNumSat() [93]
                0.00    0.00   55110/115537      SatProblem::addNumSat(int) [98]
-----------------------------------------------
                0.01    0.03   30184/115537      SampleSAT::greedyWalk() [11]
                0.01    0.03   30243/115537      SatProblem::getNsc1(int*, int) [22]
                0.02    0.06   55110/115537      SampleSAT::simAnnealing() [18]
[19]     0.0    0.04    0.12  115537         SatProblem::afterFlip(int*, int) [19]
                0.08    0.00 2168213/29120656     SatProblem::isSatCnj(int*, int) [13]
                0.01    0.00 2168213/55560299     std::_List_iterator<int>::operator++(int) [15]
                0.01    0.00 2399287/63807941     std::list<int, std::allocator<int> >::end() [17]
                0.00    0.00 2630361/71642479     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [20]
                0.00    0.00 2399287/63158929     std::_List_iterator<int>::operator!=(std::_List_iterator<int> const&) const [21]
                0.00    0.00 4336426/57728512     std::_List_iterator<int>::operator*() const [25]
                0.00    0.00  231074/7598630     std::list<int, std::allocator<int> >::begin() [43]
-----------------------------------------------
                0.00    0.00    1012/71642479     SatProblem::parseCnfFile(char*) [56]
                0.00    0.00   74856/71642479     SatProblem::setClause(int, int) [50]
                0.00    0.00  883908/71642479     SatProblem::initParams() [24]
                0.00    0.00 1724600/71642479     SatProblem::getNsc1(int*, int) [22]
                0.00    0.00 2630361/71642479     SatProblem::afterFlip(int*, int) [19]
                0.12    0.00 66327742/71642479     SatProblem::getNsc2(int*, int) [12]
[20]     0.0    0.13    0.00 71642479         std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [20]
-----------------------------------------------
                0.00    0.00   60692/63158929     SatProblem::setClause(int, int) [50]
                0.00    0.00 1603628/63158929     SatProblem::getNsc1(int*, int) [22]
                0.00    0.00 2399287/63158929     SatProblem::afterFlip(int*, int) [19]
                0.11    0.00 59095322/63158929     SatProblem::getNsc2(int*, int) [12]
[21]     0.0    0.12    0.00 63158929         std::_List_iterator<int>::operator!=(std::_List_iterator<int> const&) const [21]
-----------------------------------------------
                0.02    0.09   30243/30243       SampleSAT::randomWalk() [16]
[22]     0.0    0.02    0.09   30243         SatProblem::getNsc1(int*, int) [22]
                0.01    0.03   30243/115537      SatProblem::afterFlip(int*, int) [19]
                0.03    0.00  741328/29120656     SatProblem::isSatCnj(int*, int) [13]
                0.01    0.00 1482656/55560299     std::_List_iterator<int>::operator++(int) [15]
                0.01    0.00 1603628/63807941     std::list<int, std::allocator<int> >::end() [17]
                0.00    0.00 1724600/71642479     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [20]
                0.00    0.00 1603628/63158929     std::_List_iterator<int>::operator!=(std::_List_iterator<int> const&) const [21]
                0.00    0.00 1482656/57728512     std::_List_iterator<int>::operator*() const [25]
                0.00    0.00  120972/7598630     std::list<int, std::allocator<int> >::begin() [43]
-----------------------------------------------
                0.01    0.00 7598630/71406571     std::list<int, std::allocator<int> >::begin() [43]
                0.07    0.00 63807941/71406571     std::list<int, std::allocator<int> >::end() [17]
[23]     0.0    0.07    0.00 71406571         std::_List_iterator<int>::_List_iterator(std::_List_node_base*) [23]
-----------------------------------------------
                0.00    0.07    1000/1000        SliceSampling::sampleX() [8]
[24]     0.0    0.00    0.07    1000         SatProblem::initParams() [24]
                0.01    0.03   91908/91908       std::list<int, std::allocator<int> >::clear() [27]
                0.01    0.02  648000/649012      std::list<int, std::allocator<int> >::push_back(int const&) [28]
                0.00    0.00  883908/71642479     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [20]
                0.00    0.00  144000/144000      std::list<int, std::allocator<int> >::empty() const [97]
-----------------------------------------------
                0.00    0.00   46528/57728512     SatProblem::setClause(int, int) [50]
                0.00    0.00 1482656/57728512     SatProblem::getNsc1(int*, int) [22]
                0.00    0.00 4336426/57728512     SatProblem::afterFlip(int*, int) [19]
                0.04    0.00 51862902/57728512     SatProblem::getNsc2(int*, int) [12]
[25]     0.0    0.04    0.00 57728512         std::_List_iterator<int>::operator*() const [25]
-----------------------------------------------
                0.04    0.00       1/1           main [1]
[26]     0.0    0.04    0.00       1         SatProblem::parseSliFile(char*) [26]
-----------------------------------------------
                0.01    0.03   91908/91908       SatProblem::initParams() [24]
[27]     0.0    0.01    0.03   91908         std::list<int, std::allocator<int> >::clear() [27]
                0.01    0.00   91908/92200       std::_List_base<int, std::allocator<int> >::_M_clear() [42]
                0.01    0.00   91908/92200       std::_List_base<int, std::allocator<int> >::_M_init() [41]
-----------------------------------------------
                0.00    0.00    1012/649012      SatProblem::parseCnfFile(char*) [56]
                0.01    0.02  648000/649012      SatProblem::initParams() [24]
[28]     0.0    0.01    0.02  649012         std::list<int, std::allocator<int> >::push_back(int const&) [28]
                0.00    0.02  649012/649012      std::list<int, std::allocator<int> >::_M_insert(std::_List_iterator<int>, int const&) [37]
                0.00    0.00  649012/63807941     std::list<int, std::allocator<int> >::end() [17]
-----------------------------------------------
                0.03    0.00       1/1           SliceSampling::learn(int*, char*, int) [2]
[29]     0.0    0.03    0.00       1         SliceSampling::lallocate(int) [29]
-----------------------------------------------
                0.00    0.03       1/1           __do_global_ctors_aux [32]
[30]     0.0    0.00    0.03       1         global constructors keyed to SliceSampling::SliceSampling(SampleSAT*, SatProblem*, learnparams*) [30]
                0.03    0.00       1/1           __static_initialization_and_destruction_0(int, int) [31]
-----------------------------------------------
                0.03    0.00       1/1           global constructors keyed to SliceSampling::SliceSampling(SampleSAT*, SatProblem*, learnparams*) [30]
[31]     0.0    0.03    0.00       1         __static_initialization_and_destruction_0(int, int) [31]
-----------------------------------------------
                                                 <spontaneous>
[32]     0.0    0.00    0.03                 __do_global_ctors_aux [32]
                0.00    0.03       1/1           global constructors keyed to SliceSampling::SliceSampling(SampleSAT*, SatProblem*, learnparams*) [30]
                0.00    0.00       1/1           global constructors keyed to cnffilename [170]
                0.00    0.00       1/1           global constructors keyed to SatProblem::SatProblem(unsigned long, bool) [168]
                0.00    0.00       1/1           global constructors keyed to SampleSAT::SampleSAT(SatProblem*, samplesatparams*, bool, learnparams*) [169]
-----------------------------------------------
                0.01    0.01    1000/1000        SampleSAT::solve(SatProblem*, int*) [9]
[33]     0.0    0.01    0.01    1000         SatProblem::initSatCheck(int*) [33]
                0.01    0.00  279664/29120656     SatProblem::isSatCnj(int*, int) [13]
-----------------------------------------------
                0.02    0.00 17085936/17085936     SampleSAT::randomWalk() [16]
[34]     0.0    0.02    0.00 17085936         SatProblem::getClVecSize() [34]
-----------------------------------------------
                0.02    0.00 8482482/8482482     SampleSAT::randomWalk() [16]
[35]     0.0    0.02    0.00 8482482         SatProblem::getFixedClausei(int) [35]
-----------------------------------------------
                0.00    0.02  649012/649012      std::list<int, std::allocator<int> >::_M_insert(std::_List_iterator<int>, int const&) [37]
[36]     0.0    0.00    0.02  649012         std::list<int, std::allocator<int> >::_M_create_node(int const&) [36]
                0.00    0.01  649012/649012      std::_List_base<int, std::allocator<int> >::_M_get_node() [40]
                0.01    0.00  649012/1298024     std::_List_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [44]
                0.00    0.00  649012/649012      __gnu_cxx::new_allocator<int>::construct(int*, int const&) [89]
                0.00    0.00  649012/1298312     std::allocator<int>::~allocator() [85]
-----------------------------------------------
                0.00    0.02  649012/649012      std::list<int, std::allocator<int> >::push_back(int const&) [28]
[37]     0.0    0.00    0.02  649012         std::list<int, std::allocator<int> >::_M_insert(std::_List_iterator<int>, int const&) [37]
                0.00    0.02  649012/649012      std::list<int, std::allocator<int> >::_M_create_node(int const&) [36]
-----------------------------------------------
                0.00    0.00       1/76          SampleSAT::SampleSAT(SatProblem*, samplesatparams*, bool, learnparams*) [54]
                0.00    0.00       1/76          SliceSampling::SliceSampling(SampleSAT*, SatProblem*, learnparams*) [53]
                0.02    0.00      74/76          main [1]
[38]     0.0    0.02    0.00      76         SatProblem::getNumVariables() [38]
-----------------------------------------------
                0.01    0.01  649012/649012      std::_List_base<int, std::allocator<int> >::_M_get_node() [40]
[39]     0.0    0.01    0.01  649012         __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned int, void const*) [39]
                0.01    0.00  649012/649012      __gnu_cxx::new_allocator<std::_List_node<int> >::max_size() const [48]
-----------------------------------------------
                0.00    0.01  649012/649012      std::list<int, std::allocator<int> >::_M_create_node(int const&) [36]
[40]     0.0    0.00    0.01  649012         std::_List_base<int, std::allocator<int> >::_M_get_node() [40]
                0.01    0.01  649012/649012      __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned int, void const*) [39]
-----------------------------------------------
                0.00    0.00       4/92200       std::_List_base<int, std::allocator<int> >::_List_base() [75]
                0.00    0.00     288/92200       std::_List_base<int, std::allocator<int> >::_List_base(std::allocator<int> const&) [63]
                0.01    0.00   91908/92200       std::list<int, std::allocator<int> >::clear() [27]
[41]     0.0    0.01    0.00   92200         std::_List_base<int, std::allocator<int> >::_M_init() [41]
-----------------------------------------------
                0.00    0.00     292/92200       std::_List_base<int, std::allocator<int> >::~_List_base() [61]
                0.01    0.00   91908/92200       std::list<int, std::allocator<int> >::clear() [27]
[42]     0.0    0.01    0.01   92200         std::_List_base<int, std::allocator<int> >::_M_clear() [42]
                0.01    0.00  649012/1298024     std::_List_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [44]
                0.00    0.00  649012/649012      __gnu_cxx::new_allocator<int>::destroy(int*) [88]
                0.00    0.00  649012/1298312     std::allocator<int>::~allocator() [85]
                0.00    0.00  649012/649012      std::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [90]
-----------------------------------------------
                0.00    0.00   14164/7598630     SatProblem::setClause(int, int) [50]
                0.00    0.00  120972/7598630     SatProblem::getNsc1(int*, int) [22]
                0.00    0.00  231074/7598630     SatProblem::afterFlip(int*, int) [19]
                0.00    0.01 7232420/7598630     SatProblem::getNsc2(int*, int) [12]
[43]     0.0    0.01    0.01 7598630         std::list<int, std::allocator<int> >::begin() [43]
                0.01    0.00 7598630/71406571     std::_List_iterator<int>::_List_iterator(std::_List_node_base*) [23]
-----------------------------------------------
                0.01    0.00  649012/1298024     std::_List_base<int, std::allocator<int> >::_M_clear() [42]
                0.01    0.00  649012/1298024     std::list<int, std::allocator<int> >::_M_create_node(int const&) [36]
[44]     0.0    0.01    0.00 1298024         std::_List_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [44]
                0.00    0.00 1298024/1298312     std::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() const [83]
                0.00    0.00 1298024/1298312     std::allocator<int>::allocator<std::_List_node<int> >(std::allocator<std::_List_node<int> > const&) [84]
-----------------------------------------------
                0.01    0.00  993690/993690      SliceSampling::cdlearn(int) [3]
[45]     0.0    0.01    0.00  993690         double const& std::max<double>(double const&, double const&) [45]
-----------------------------------------------
                0.01    0.00    1000/1000        SliceSampling::sampleX() [8]
[46]     0.0    0.01    0.00    1000         SatProblem::getNumFixedAtom() [46]
-----------------------------------------------
                0.00    0.00   75191/2418615     SampleSAT::simAnnealing() [18]
                0.00    0.00   84012/2418615     SampleSAT::randomWalk() [16]
                0.00    0.00   86164/2418615     SampleSAT::init_model() [52]
                0.01    0.00 2173248/2418615     SampleSAT::greedyWalk() [11]
[47]     0.0    0.01    0.00 2418615         SatProblem::getVar(int) [47]
-----------------------------------------------
                0.01    0.00  649012/649012      __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned int, void const*) [39]
[48]     0.0    0.01    0.00  649012         __gnu_cxx::new_allocator<std::_List_node<int> >::max_size() const [48]
-----------------------------------------------
                                                 <spontaneous>
[49]     0.0    0.01    0.00                 int* std::uninitialized_copy<int*, int*>(int*, int*, int*) [49]
-----------------------------------------------
                0.00    0.00   14164/14164       SliceSampling::unitProc(int, int) [51]
[50]     0.0    0.00    0.00   14164         SatProblem::setClause(int, int) [50]
                0.00    0.00   46528/55560299     std::_List_iterator<int>::operator++(int) [15]
                0.00    0.00   60692/63807941     std::list<int, std::allocator<int> >::end() [17]
                0.00    0.00   74856/71642479     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [20]
                0.00    0.00   60692/63158929     std::_List_iterator<int>::operator!=(std::_List_iterator<int> const&) const [21]
                0.00    0.00   46528/57728512     std::_List_iterator<int>::operator*() const [25]
                0.00    0.00   14164/7598630     std::list<int, std::allocator<int> >::begin() [43]
-----------------------------------------------
                0.00    0.00   14164/14164       SliceSampling::sampleX() [8]
[51]     0.0    0.00    0.00   14164         SliceSampling::unitProc(int, int) [51]
                0.00    0.00   14164/14164       SatProblem::setClause(int, int) [50]
                0.00    0.00   28328/32374       Timer::time() [100]
                0.00    0.00   14164/14164       SatProblem::setAtom(int, int) [101]
                0.00    0.00   14164/14164       SatProblem::rewriteWL(int, int) [102]
-----------------------------------------------
                0.00    0.00    1000/1000        SampleSAT::solve(SatProblem*, int*) [9]
[52]     0.0    0.00    0.00    1000         SampleSAT::init_model() [52]
                0.00    0.00   86164/2418615     SatProblem::getVar(int) [47]
                0.00    0.00   57836/437614      SatProblem::getGrand() [91]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[53]     0.0    0.00    0.00       1         SliceSampling::SliceSampling(SampleSAT*, SatProblem*, learnparams*) [53]
                0.00    0.00       1/76          SatProblem::getNumVariables() [38]
                0.00    0.00       1/4           Timer::Timer() [146]
                0.00    0.00       1/1           SliceSampling::init() [180]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[54]     0.0    0.00    0.00       1         SampleSAT::SampleSAT(SatProblem*, samplesatparams*, bool, learnparams*) [54]
                0.00    0.00       1/76          SatProblem::getNumVariables() [38]
                0.00    0.00       1/4           Timer::Timer() [146]
                0.00    0.00       1/1           SampleSAT::setWalkMax(int) [185]
                0.00    0.00       1/1           SampleSAT::setNumSample(int) [186]
                0.00    0.00       1/1           SampleSAT::setWalkSatProb(double) [188]
                0.00    0.00       1/1           SampleSAT::setRandomWalkProb(double) [189]
                0.00    0.00       1/1           SampleSAT::setTemperature(double) [187]
                0.00    0.00       1/1           SatProblem::getNumClauses() [176]
-----------------------------------------------
                0.00    0.00    1000/1000        SliceSampling::cdlearn(int) [3]
[55]     0.0    0.00    0.00    1000         SliceSampling::sampleU() [55]
                0.00    0.00   72000/215833752     SatProblem::getTheta(int) [14]
                0.00    0.00   72000/437614      SatProblem::getGrand() [91]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[56]     0.0    0.00    0.00       1         SatProblem::parseCnfFile(char*) [56]
                0.00    0.00       1/1           SatProblem::allocate() [57]
                0.00    0.00    1012/649012      std::list<int, std::allocator<int> >::push_back(int const&) [28]
                0.00    0.00    1012/71642479     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [20]
-----------------------------------------------
                0.00    0.00       1/1           SatProblem::parseCnfFile(char*) [56]
[57]     0.0    0.00    0.00       1         SatProblem::allocate() [57]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::resize(unsigned int, std::list<int, std::allocator<int> >) [60]
                0.00    0.00       4/4           std::list<int, std::allocator<int> >::list() [76]
                0.00    0.00       4/292         std::list<int, std::allocator<int> >::~list() [62]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [59]
[58]     0.0    0.00    0.00       4         std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [58]
                0.00    0.00       4/4           void std::__uninitialized_fill_n_a<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> >, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&, std::allocator<std::list<int, std::allocator<int> > >&) [72]
                0.00    0.00       4/8           void std::_Destroy<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > >&) [69]
                0.00    0.00      16/20          std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_get_Tp_allocator() [133]
                0.00    0.00       8/16          __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >::base() const [134]
                0.00    0.00       8/8           std::list<int, std::allocator<int> >* std::__uninitialized_move_a<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > >&) [145]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_check_len(unsigned int, char const*) const [153]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::begin() [164]
                0.00    0.00       4/4           __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >::difference_type __gnu_cxx::operator-<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > > const&) [152]
                0.00    0.00       4/4           std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_allocate(unsigned int) [158]
                0.00    0.00       4/8           std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_deallocate(std::list<int, std::allocator<int> >*, unsigned int) [141]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::resize(unsigned int, std::list<int, std::allocator<int> >) [60]
[59]     0.0    0.00    0.00       4         std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [59]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [58]
-----------------------------------------------
                0.00    0.00       4/4           SatProblem::allocate() [57]
[60]     0.0    0.00    0.00       4         std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::resize(unsigned int, std::list<int, std::allocator<int> >) [60]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [59]
                0.00    0.00       8/24          std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::size() const [132]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::end() [163]
-----------------------------------------------
                0.00    0.00     292/292         std::list<int, std::allocator<int> >::~list() [62]
[61]     0.0    0.00    0.00     292         std::_List_base<int, std::allocator<int> >::~_List_base() [61]
                0.00    0.00     292/92200       std::_List_base<int, std::allocator<int> >::_M_clear() [42]
                0.00    0.00     292/292         std::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [122]
-----------------------------------------------
                0.00    0.00       4/292         SatProblem::allocate() [57]
                0.00    0.00     288/292         void std::_Destroy<std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*) [66]
[62]     0.0    0.00    0.00     292         std::list<int, std::allocator<int> >::~list() [62]
                0.00    0.00     292/292         std::_List_base<int, std::allocator<int> >::~_List_base() [61]
-----------------------------------------------
                0.00    0.00     288/288         std::list<int, std::allocator<int> >::list(std::list<int, std::allocator<int> > const&) [64]
[63]     0.0    0.00    0.00     288         std::_List_base<int, std::allocator<int> >::_List_base(std::allocator<int> const&) [63]
                0.00    0.00     288/92200       std::_List_base<int, std::allocator<int> >::_M_init() [41]
                0.00    0.00     288/288         std::allocator<std::_List_node<int> >::allocator<int>(std::allocator<int> const&) [127]
                0.00    0.00     288/288         std::_List_base<int, std::allocator<int> >::_List_impl::_List_impl(std::allocator<std::_List_node<int> > const&) [130]
                0.00    0.00     288/288         std::allocator<std::_List_node<int> >::~allocator() [129]
-----------------------------------------------
                0.00    0.00     288/288         void std::_Construct<std::list<int, std::allocator<int> >, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > const&) [65]
[64]     0.0    0.00    0.00     288         std::list<int, std::allocator<int> >::list(std::list<int, std::allocator<int> > const&) [64]
