Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[17]     0.0    0.00    0.00    6496         std::allocator<int>::~allocator() [17]
                0.00    0.00    6496/6610        __gnu_cxx::new_allocator<int>::~new_allocator() [14]
-----------------------------------------------
                0.00    0.00    3236/6472        std::_List_base<int, std::allocator<int> >::_M_clear() [40]
                0.00    0.00    3236/6472        std::list<int, std::allocator<int> >::_M_create_node(int const&) [28]
[18]     0.0    0.00    0.00    6472         std::_List_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [18]
                0.00    0.00    6472/6496        std::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() const [15]
                0.00    0.00    6472/6496        std::allocator<int>::allocator<std::_List_node<int> >(std::allocator<std::_List_node<int> > const&) [16]
-----------------------------------------------
                0.00    0.00     114/3358        SatProblem::setClause(int, int) [54]
                0.00    0.00     320/3358        SatProblem::getNsc1(int*, int) [79]
                0.00    0.00     636/3358        SatProblem::afterFlip(int*, int) [47]
                0.00    0.00    2288/3358        SatProblem::getNsc2(int*, int) [43]
[19]     0.0    0.00    0.00    3358         std::list<int, std::allocator<int> >::begin() [19]
                0.00    0.00    3358/20109       std::_List_iterator<int>::_List_iterator(std::_List_node_base*) [7]
-----------------------------------------------
                0.00    0.00      24/3260        void std::_Construct<std::list<int, std::allocator<int> >, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > const&) [100]
                0.00    0.00    3236/3260        __gnu_cxx::new_allocator<int>::construct(int*, int const&) [24]
[20]     0.0    0.00    0.00    3260         operator new(unsigned int, void*) [20]
-----------------------------------------------
                0.00    0.00    3236/3236        std::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [27]
[21]     0.0    0.00    0.00    3236         __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned int) [21]
-----------------------------------------------
                0.00    0.00    3236/3236        std::_List_base<int, std::allocator<int> >::_M_get_node() [26]
[22]     0.0    0.00    0.00    3236         __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned int, void const*) [22]
                0.00    0.00    3236/3236        __gnu_cxx::new_allocator<std::_List_node<int> >::max_size() const [25]
-----------------------------------------------
                0.00    0.00    3236/3236        std::_List_base<int, std::allocator<int> >::_M_clear() [40]
[23]     0.0    0.00    0.00    3236         __gnu_cxx::new_allocator<int>::destroy(int*) [23]
-----------------------------------------------
                0.00    0.00    3236/3236        std::list<int, std::allocator<int> >::_M_create_node(int const&) [28]
[24]     0.0    0.00    0.00    3236         __gnu_cxx::new_allocator<int>::construct(int*, int const&) [24]
                0.00    0.00    3236/3260        operator new(unsigned int, void*) [20]
-----------------------------------------------
                0.00    0.00    3236/3236        __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned int, void const*) [22]
[25]     0.0    0.00    0.00    3236         __gnu_cxx::new_allocator<std::_List_node<int> >::max_size() const [25]
-----------------------------------------------
                0.00    0.00    3236/3236        std::list<int, std::allocator<int> >::_M_create_node(int const&) [28]
[26]     0.0    0.00    0.00    3236         std::_List_base<int, std::allocator<int> >::_M_get_node() [26]
                0.00    0.00    3236/3236        __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned int, void const*) [22]
-----------------------------------------------
                0.00    0.00    3236/3236        std::_List_base<int, std::allocator<int> >::_M_clear() [40]
[27]     0.0    0.00    0.00    3236         std::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [27]
                0.00    0.00    3236/3236        __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned int) [21]
-----------------------------------------------
                0.00    0.00    3236/3236        std::list<int, std::allocator<int> >::_M_insert(std::_List_iterator<int>, int const&) [29]
[28]     0.0    0.00    0.00    3236         std::list<int, std::allocator<int> >::_M_create_node(int const&) [28]
                0.00    0.00    3236/3236        std::_List_base<int, std::allocator<int> >::_M_get_node() [26]
                0.00    0.00    3236/6472        std::_List_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [18]
                0.00    0.00    3236/3236        __gnu_cxx::new_allocator<int>::construct(int*, int const&) [24]
                0.00    0.00    3236/6496        std::allocator<int>::~allocator() [17]
-----------------------------------------------
                0.00    0.00    3236/3236        std::list<int, std::allocator<int> >::push_back(int const&) [30]
[29]     0.0    0.00    0.00    3236         std::list<int, std::allocator<int> >::_M_insert(std::_List_iterator<int>, int const&) [29]
                0.00    0.00    3236/3236        std::list<int, std::allocator<int> >::_M_create_node(int const&) [28]
-----------------------------------------------
                0.00    0.00      36/3236        SatProblem::parseCnfFile(char*) [161]
                0.00    0.00    3200/3236        SatProblem::initParams() [70]
[30]     0.0    0.00    0.00    3236         std::list<int, std::allocator<int> >::push_back(int const&) [30]
                0.00    0.00    3236/16751       std::list<int, std::allocator<int> >::end() [8]
                0.00    0.00    3236/3236        std::list<int, std::allocator<int> >::_M_insert(std::_List_iterator<int>, int const&) [29]
-----------------------------------------------
                0.00    0.00    2434/2434        SampleSAT::randomWalk() [80]
[31]     0.0    0.00    0.00    2434         SatProblem::getClVecSize() [31]
-----------------------------------------------
                0.00    0.00     100/1934        SliceSampling::cdlearn(int) [170]
                0.00    0.00     265/1934        SampleSAT::simAnnealing() [50]
                0.00    0.00     483/1934        SampleSAT::walk() [45]
                0.00    0.00     486/1934        SampleSAT::init_model() [76]
                0.00    0.00     600/1934        SliceSampling::sampleU() [74]
[32]     0.0    0.00    0.00    1934         SatProblem::getGrand() [32]
                0.00    0.00    1934/1934        Random::genrand() [33]
-----------------------------------------------
                0.00    0.00    1934/1934        SatProblem::getGrand() [32]
[33]     0.0    0.00    0.00    1934         Random::genrand() [33]
-----------------------------------------------
                0.00    0.00     160/1556        SampleSAT::randomWalk() [80]
                0.00    0.00     190/1556        SampleSAT::simAnnealing() [50]
                0.00    0.00     492/1556        SampleSAT::greedyWalk() [78]
                0.00    0.00     714/1556        SampleSAT::init_model() [76]
[34]     0.0    0.00    0.00    1556         SatProblem::getVar(int) [34]
-----------------------------------------------
                0.00    0.00    1304/1304        SampleSAT::randomWalk() [80]
[35]     0.0    0.00    0.00    1304         SatProblem::getClVec(int) [35]
-----------------------------------------------
                0.00    0.00    1200/1200        SatProblem::initParams() [70]
[36]     0.0    0.00    0.00    1200         std::list<int, std::allocator<int> >::empty() const [36]
-----------------------------------------------
                0.00    0.00    1057/1057        SampleSAT::randomWalk() [80]
[37]     0.0    0.00    0.00    1057         SatProblem::getFixedClausei(int) [37]
-----------------------------------------------
                0.00    0.00      80/992         SampleSAT::randomWalk() [80]
                0.00    0.00     114/992         SampleSAT::greedyWalk() [78]
                0.00    0.00     159/992         SampleSAT::simAnnealing() [50]
                0.00    0.00     639/992         SampleSAT::walk() [45]
[38]     0.0    0.00    0.00     992         SatProblem::getNumSat() [38]
-----------------------------------------------
                0.00    0.00       4/820         std::_List_base<int, std::allocator<int> >::_List_base() [130]
                0.00    0.00      24/820         std::_List_base<int, std::allocator<int> >::_List_base(std::allocator<int> const&) [97]
                0.00    0.00     792/820         std::list<int, std::allocator<int> >::clear() [41]
[39]     0.0    0.00    0.00     820         std::_List_base<int, std::allocator<int> >::_M_init() [39]
-----------------------------------------------
                0.00    0.00      28/820         std::_List_base<int, std::allocator<int> >::~_List_base() [86]
                0.00    0.00     792/820         std::list<int, std::allocator<int> >::clear() [41]
[40]     0.0    0.00    0.00     820         std::_List_base<int, std::allocator<int> >::_M_clear() [40]
                0.00    0.00    3236/6472        std::_List_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [18]
                0.00    0.00    3236/3236        __gnu_cxx::new_allocator<int>::destroy(int*) [23]
                0.00    0.00    3236/6496        std::allocator<int>::~allocator() [17]
                0.00    0.00    3236/3236        std::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [27]
-----------------------------------------------
                0.00    0.00     792/792         SatProblem::initParams() [70]
[41]     0.0    0.00    0.00     792         std::list<int, std::allocator<int> >::clear() [41]
                0.00    0.00     792/820         std::_List_base<int, std::allocator<int> >::_M_clear() [40]
                0.00    0.00     792/820         std::_List_base<int, std::allocator<int> >::_M_init() [39]
-----------------------------------------------
                0.00    0.00       2/674         SliceSampling::learn(int*, char*, int) [169]
                0.00    0.00       4/674         main [4]
                0.00    0.00      40/674         SliceSampling::cdlearn(int) [170]
                0.00    0.00     228/674         SliceSampling::unitProc(int, int) [55]
                0.00    0.00     400/674         SliceSampling::sampleX() [75]
[42]     0.0    0.00    0.00     674         Timer::time() [42]
-----------------------------------------------
                0.00    0.00     159/572         SampleSAT::simAnnealing() [50]
                0.00    0.00     413/572         SampleSAT::greedyWalk() [78]
[43]     0.0    0.00    0.00     572         SatProblem::getNsc2(int*, int) [43]
                0.00    0.00   11440/22101       std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [6]
                0.00    0.00    9152/16751       std::list<int, std::allocator<int> >::end() [8]
                0.00    0.00    9152/13515       std::_List_iterator<int>::operator!=(std::_List_iterator<int> const&) const [9]
                0.00    0.00    6864/12065       std::_List_iterator<int>::operator*() const [10]
                0.00    0.00    6864/10157       std::_List_iterator<int>::operator++(int) [11]
                0.00    0.00    3432/7023        SatProblem::isSatCnj(int*, int) [12]
                0.00    0.00    2288/3358        std::list<int, std::allocator<int> >::begin() [19]
-----------------------------------------------
                0.00    0.00     560/560         SampleSAT::randomWalk() [80]
[44]     0.0    0.00    0.00     560         SatProblem::getCnjSize(int) [44]
-----------------------------------------------
                0.00    0.00     321/321         SampleSAT::solve(SatProblem*, int*) [77]
[45]     0.0    0.00    0.00     321         SampleSAT::walk() [45]
                0.00    0.00     639/992         SatProblem::getNumSat() [38]
                0.00    0.00     483/1934        SatProblem::getGrand() [32]
                0.00    0.00     159/159         SampleSAT::simAnnealing() [50]
                0.00    0.00      82/82          SampleSAT::greedyWalk() [78]
                0.00    0.00      80/80          SampleSAT::randomWalk() [80]
-----------------------------------------------
                0.00    0.00      80/318         SampleSAT::randomWalk() [80]
                0.00    0.00      82/318         SampleSAT::greedyWalk() [78]
                0.00    0.00     156/318         SampleSAT::simAnnealing() [50]
[46]     0.0    0.00    0.00     318         SatProblem::addNumSat(int) [46]
-----------------------------------------------
                0.00    0.00      80/318         SatProblem::getNsc1(int*, int) [79]
                0.00    0.00      82/318         SampleSAT::greedyWalk() [78]
                0.00    0.00     156/318         SampleSAT::simAnnealing() [50]
[47]     0.0    0.00    0.00     318         SatProblem::afterFlip(int*, int) [47]
                0.00    0.00    3816/12065       std::_List_iterator<int>::operator*() const [10]
                0.00    0.00    3180/22101       std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [6]
                0.00    0.00    2544/16751       std::list<int, std::allocator<int> >::end() [8]
                0.00    0.00    2544/13515       std::_List_iterator<int>::operator!=(std::_List_iterator<int> const&) const [9]
                0.00    0.00    1908/7023        SatProblem::isSatCnj(int*, int) [12]
                0.00    0.00    1908/10157       std::_List_iterator<int>::operator++(int) [11]
                0.00    0.00     636/3358        std::list<int, std::allocator<int> >::begin() [19]
-----------------------------------------------
                0.00    0.00     297/297         SatProblem::getCnj(int, int) [49]
[48]     0.0    0.00    0.00     297         SatProblem::getCnf(int) [48]
-----------------------------------------------
                0.00    0.00     297/297         SampleSAT::randomWalk() [80]
[49]     0.0    0.00    0.00     297         SatProblem::getCnj(int, int) [49]
                0.00    0.00     297/297         SatProblem::getCnf(int) [48]
-----------------------------------------------
                0.00    0.00     159/159         SampleSAT::walk() [45]
[50]     0.0    0.00    0.00     159         SampleSAT::simAnnealing() [50]
                0.00    0.00     265/1934        SatProblem::getGrand() [32]
                0.00    0.00     190/1556        SatProblem::getVar(int) [34]
                0.00    0.00     159/159         SampleSAT::getTemp() [51]
                0.00    0.00     159/992         SatProblem::getNumSat() [38]
                0.00    0.00     159/572         SatProblem::getNsc2(int*, int) [43]
                0.00    0.00     156/318         SatProblem::addNumSat(int) [46]
                0.00    0.00     156/318         SatProblem::afterFlip(int*, int) [47]
-----------------------------------------------
                0.00    0.00     159/159         SampleSAT::simAnnealing() [50]
[51]     0.0    0.00    0.00     159         SampleSAT::getTemp() [51]
-----------------------------------------------
                0.00    0.00     114/114         SliceSampling::unitProc(int, int) [55]
[52]     0.0    0.00    0.00     114         SatProblem::setAtom(int, int) [52]
-----------------------------------------------
                0.00    0.00     114/114         SliceSampling::unitProc(int, int) [55]
[53]     0.0    0.00    0.00     114         SatProblem::rewriteWL(int, int) [53]
                0.00    0.00     114/114         std::vector<int, std::allocator<int> >::vector() [65]
                0.00    0.00     114/114         std::vector<int, std::allocator<int> >::~vector() [66]
-----------------------------------------------
                0.00    0.00     114/114         SliceSampling::unitProc(int, int) [55]
[54]     0.0    0.00    0.00     114         SatProblem::setClause(int, int) [54]
                0.00    0.00     653/22101       std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [6]
                0.00    0.00     539/16751       std::list<int, std::allocator<int> >::end() [8]
                0.00    0.00     539/13515       std::_List_iterator<int>::operator!=(std::_List_iterator<int> const&) const [9]
                0.00    0.00     425/12065       std::_List_iterator<int>::operator*() const [10]
                0.00    0.00     425/10157       std::_List_iterator<int>::operator++(int) [11]
                0.00    0.00     114/3358        std::list<int, std::allocator<int> >::begin() [19]
-----------------------------------------------
                0.00    0.00     114/114         SliceSampling::sampleX() [75]
[55]     0.0    0.00    0.00     114         SliceSampling::unitProc(int, int) [55]
                0.00    0.00     228/674         Timer::time() [42]
                0.00    0.00     114/114         SatProblem::setAtom(int, int) [52]
                0.00    0.00     114/114         SatProblem::setClause(int, int) [54]
                0.00    0.00     114/114         SatProblem::rewriteWL(int, int) [53]
-----------------------------------------------
                0.00    0.00     114/114         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [59]
[56]     0.0    0.00    0.00     114         std::allocator<int>::allocator() [56]
                0.00    0.00     114/6610        __gnu_cxx::new_allocator<int>::new_allocator() [13]
-----------------------------------------------
                0.00    0.00     114/114         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [60]
[57]     0.0    0.00    0.00     114         std::allocator<int>::~allocator() [57]
                0.00    0.00     114/6610        __gnu_cxx::new_allocator<int>::~new_allocator() [14]
-----------------------------------------------
                0.00    0.00     114/114         void std::_Destroy<int*>(int*, int*) [67]
[58]     0.0    0.00    0.00     114         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [58]
-----------------------------------------------
                0.00    0.00     114/114         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [63]
[59]     0.0    0.00    0.00     114         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [59]
                0.00    0.00     114/114         std::allocator<int>::allocator() [56]
-----------------------------------------------
                0.00    0.00     114/114         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [64]
[60]     0.0    0.00    0.00     114         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [60]
                0.00    0.00     114/114         std::allocator<int>::~allocator() [57]
-----------------------------------------------
                0.00    0.00     114/114         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [64]
[61]     0.0    0.00    0.00     114         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned int) [61]
-----------------------------------------------
                0.00    0.00     114/114         std::vector<int, std::allocator<int> >::~vector() [66]
[62]     0.0    0.00    0.00     114         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [62]
-----------------------------------------------
                0.00    0.00     114/114         std::vector<int, std::allocator<int> >::vector() [65]
[63]     0.0    0.00    0.00     114         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [63]
                0.00    0.00     114/114         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [59]
-----------------------------------------------
                0.00    0.00     114/114         std::vector<int, std::allocator<int> >::~vector() [66]
[64]     0.0    0.00    0.00     114         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [64]
                0.00    0.00     114/114         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned int) [61]
                0.00    0.00     114/114         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [60]
-----------------------------------------------
                0.00    0.00     114/114         SatProblem::rewriteWL(int, int) [53]
[65]     0.0    0.00    0.00     114         std::vector<int, std::allocator<int> >::vector() [65]
                0.00    0.00     114/114         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [63]
-----------------------------------------------
                0.00    0.00     114/114         SatProblem::rewriteWL(int, int) [53]
[66]     0.0    0.00    0.00     114         std::vector<int, std::allocator<int> >::~vector() [66]
                0.00    0.00     114/114         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [62]
                0.00    0.00     114/114         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [68]
                0.00    0.00     114/114         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [64]
-----------------------------------------------
                0.00    0.00     114/114         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [68]
[67]     0.0    0.00    0.00     114         void std::_Destroy<int*>(int*, int*) [67]
                0.00    0.00     114/114         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [58]
-----------------------------------------------
                0.00    0.00     114/114         std::vector<int, std::allocator<int> >::~vector() [66]
[68]     0.0    0.00    0.00     114         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [68]
                0.00    0.00     114/114         void std::_Destroy<int*>(int*, int*) [67]
-----------------------------------------------
                0.00    0.00     100/100         SampleSAT::solve(SatProblem*, int*) [77]
[69]     0.0    0.00    0.00     100         SatProblem::cpClVector() [69]
-----------------------------------------------
                0.00    0.00     100/100         SliceSampling::sampleX() [75]
[70]     0.0    0.00    0.00     100         SatProblem::initParams() [70]
                0.00    0.00    5192/22101       std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [6]
                0.00    0.00    3200/3236        std::list<int, std::allocator<int> >::push_back(int const&) [30]
                0.00    0.00    1200/1200        std::list<int, std::allocator<int> >::empty() const [36]
                0.00    0.00     792/792         std::list<int, std::allocator<int> >::clear() [41]
-----------------------------------------------
                0.00    0.00     100/100         SampleSAT::solve(SatProblem*, int*) [77]
[71]     0.0    0.00    0.00     100         SatProblem::initSatCheck(int*) [71]
                0.00    0.00    1203/7023        SatProblem::isSatCnj(int*, int) [12]
-----------------------------------------------
                0.00    0.00     100/100         SliceSampling::sampleX() [75]
[72]     0.0    0.00    0.00     100         SatProblem::getNumFixedAtom() [72]
-----------------------------------------------
                0.00    0.00     100/100         SliceSampling::sampleX() [75]
[73]     0.0    0.00    0.00     100         SatProblem::getNumFixedClause() [73]
-----------------------------------------------
                0.00    0.00     100/100         SliceSampling::cdlearn(int) [170]
[74]     0.0    0.00    0.00     100         SliceSampling::sampleU() [74]
                0.00    0.00     600/122538      SatProblem::getTheta(int) [5]
                0.00    0.00     600/1934        SatProblem::getGrand() [32]
-----------------------------------------------
                0.00    0.00     100/100         SliceSampling::cdlearn(int) [170]
[75]     0.0    0.00    0.00     100         SliceSampling::sampleX() [75]
                0.00    0.00     600/122538      SatProblem::getTheta(int) [5]
                0.00    0.00     400/674         Timer::time() [42]
                0.00    0.00     114/114         SliceSampling::unitProc(int, int) [55]
                0.00    0.00     100/100         SatProblem::initParams() [70]
                0.00    0.00     100/100         SatProblem::getNumFixedAtom() [72]
                0.00    0.00     100/100         SatProblem::getNumFixedClause() [73]
                0.00    0.00     100/100         SampleSAT::solve(SatProblem*, int*) [77]
-----------------------------------------------
                0.00    0.00     100/100         SampleSAT::solve(SatProblem*, int*) [77]
[76]     0.0    0.00    0.00     100         SampleSAT::init_model() [76]
                0.00    0.00     714/1556        SatProblem::getVar(int) [34]
                0.00    0.00     486/1934        SatProblem::getGrand() [32]
-----------------------------------------------
                0.00    0.00     100/100         SliceSampling::sampleX() [75]
[77]     0.0    0.00    0.00     100         SampleSAT::solve(SatProblem*, int*) [77]
                0.00    0.00     321/321         SampleSAT::walk() [45]
                0.00    0.00     100/100         SatProblem::cpClVector() [69]
                0.00    0.00     100/100         SampleSAT::init_model() [76]
                0.00    0.00     100/100         SatProblem::initSatCheck(int*) [71]
-----------------------------------------------
                0.00    0.00      82/82          SampleSAT::walk() [45]
[78]     0.0    0.00    0.00      82         SampleSAT::greedyWalk() [78]
                0.00    0.00     492/1556        SatProblem::getVar(int) [34]
                0.00    0.00     413/572         SatProblem::getNsc2(int*, int) [43]
                0.00    0.00     114/992         SatProblem::getNumSat() [38]
                0.00    0.00      82/318         SatProblem::addNumSat(int) [46]
                0.00    0.00      82/318         SatProblem::afterFlip(int*, int) [47]
-----------------------------------------------
                0.00    0.00      80/80          SampleSAT::randomWalk() [80]
[79]     0.0    0.00    0.00      80         SatProblem::getNsc1(int*, int) [79]
                0.00    0.00    1600/22101       std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [6]
                0.00    0.00    1280/16751       std::list<int, std::allocator<int> >::end() [8]
                0.00    0.00    1280/13515       std::_List_iterator<int>::operator!=(std::_List_iterator<int> const&) const [9]
                0.00    0.00     960/12065       std::_List_iterator<int>::operator*() const [10]
                0.00    0.00     960/10157       std::_List_iterator<int>::operator++(int) [11]
                0.00    0.00     480/7023        SatProblem::isSatCnj(int*, int) [12]
                0.00    0.00     320/3358        std::list<int, std::allocator<int> >::begin() [19]
                0.00    0.00      80/318         SatProblem::afterFlip(int*, int) [47]
-----------------------------------------------
                0.00    0.00      80/80          SampleSAT::walk() [45]
[80]     0.0    0.00    0.00      80         SampleSAT::randomWalk() [80]
                0.00    0.00    2434/2434        SatProblem::getClVecSize() [31]
                0.00    0.00    1304/1304        SatProblem::getClVec(int) [35]
                0.00    0.00    1057/1057        SatProblem::getFixedClausei(int) [37]
                0.00    0.00     560/560         SatProblem::getCnjSize(int) [44]
                0.00    0.00     297/297         SatProblem::getCnj(int, int) [49]
                0.00    0.00     160/1556        SatProblem::getVar(int) [34]
                0.00    0.00      80/992         SatProblem::getNumSat() [38]
                0.00    0.00      80/80          SatProblem::getNsc1(int*, int) [79]
                0.00    0.00      80/318         SatProblem::addNumSat(int) [46]
-----------------------------------------------
                0.00    0.00      24/52          std::allocator<std::_List_node<int> >::~allocator() [95]
                0.00    0.00      28/52          std::allocator<std::_List_node<int> >::~allocator() [84]
[81]     0.0    0.00    0.00      52         __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator() [81]
-----------------------------------------------
                0.00    0.00      24/48          std::list<int, std::allocator<int> >::begin() const [91]
                0.00    0.00      24/48          std::list<int, std::allocator<int> >::end() const [90]
[82]     0.0    0.00    0.00      48         std::_List_const_iterator<int>::_List_const_iterator(std::_List_node_base const*) [82]
-----------------------------------------------
                0.00    0.00       4/28          std::allocator<std::_List_node<int> >::allocator() [126]
                0.00    0.00      24/28          std::allocator<std::_List_node<int> >::allocator<int>(std::allocator<int> const&) [93]
[83]     0.0    0.00    0.00      28         __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator() [83]
-----------------------------------------------
                0.00    0.00      28/28          std::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [85]
[84]     0.0    0.00    0.00      28         std::allocator<std::_List_node<int> >::~allocator() [84]
                0.00    0.00      28/52          __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator() [81]
-----------------------------------------------
                0.00    0.00      28/28          std::_List_base<int, std::allocator<int> >::~_List_base() [86]
[85]     0.0    0.00    0.00      28         std::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [85]
                0.00    0.00      28/28          std::allocator<std::_List_node<int> >::~allocator() [84]
-----------------------------------------------
                0.00    0.00      28/28          std::list<int, std::allocator<int> >::~list() [87]
[86]     0.0    0.00    0.00      28         std::_List_base<int, std::allocator<int> >::~_List_base() [86]
                0.00    0.00      28/820         std::_List_base<int, std::allocator<int> >::_M_clear() [40]
                0.00    0.00      28/28          std::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [85]
-----------------------------------------------
                0.00    0.00       4/28          SatProblem::allocate() [165]
                0.00    0.00      24/28          void std::_Destroy<std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*) [101]
[87]     0.0    0.00    0.00      28         std::list<int, std::allocator<int> >::~list() [87]
                0.00    0.00      28/28          std::_List_base<int, std::allocator<int> >::~_List_base() [86]
-----------------------------------------------
                0.00    0.00      24/24          std::allocator<std::_List_node<int> >::allocator(std::allocator<std::_List_node<int> > const&) [94]
[88]     0.0    0.00    0.00      24         __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<int> > const&) [88]
-----------------------------------------------
                0.00    0.00      24/24          void std::list<int, std::allocator<int> >::_M_initialize_dispatch<std::_List_const_iterator<int> >(std::_List_const_iterator<int>, std::_List_const_iterator<int>, std::__false_type) [98]
[89]     0.0    0.00    0.00      24         std::_List_const_iterator<int>::operator!=(std::_List_const_iterator<int> const&) const [89]
-----------------------------------------------
                0.00    0.00      24/24          std::list<int, std::allocator<int> >::list(std::list<int, std::allocator<int> > const&) [99]
[90]     0.0    0.00    0.00      24         std::list<int, std::allocator<int> >::end() const [90]
                0.00    0.00      24/48          std::_List_const_iterator<int>::_List_const_iterator(std::_List_node_base const*) [82]
-----------------------------------------------
                0.00    0.00      24/24          std::list<int, std::allocator<int> >::list(std::list<int, std::allocator<int> > const&) [99]
[91]     0.0    0.00    0.00      24         std::list<int, std::allocator<int> >::begin() const [91]
                0.00    0.00      24/48          std::_List_const_iterator<int>::_List_const_iterator(std::_List_node_base const*) [82]
-----------------------------------------------
                0.00    0.00       8/24          std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::resize(unsigned int, std::list<int, std::allocator<int> >) [142]
                0.00    0.00      16/24          std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_check_len(unsigned int, char const*) const [125]
[92]     0.0    0.00    0.00      24         std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::size() const [92]
-----------------------------------------------
                0.00    0.00      24/24          std::_List_base<int, std::allocator<int> >::_List_base(std::allocator<int> const&) [97]
[93]     0.0    0.00    0.00      24         std::allocator<std::_List_node<int> >::allocator<int>(std::allocator<int> const&) [93]
                0.00    0.00      24/28          __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator() [83]
-----------------------------------------------
                0.00    0.00      24/24          std::_List_base<int, std::allocator<int> >::_List_impl::_List_impl(std::allocator<std::_List_node<int> > const&) [96]
[94]     0.0    0.00    0.00      24         std::allocator<std::_List_node<int> >::allocator(std::allocator<std::_List_node<int> > const&) [94]
                0.00    0.00      24/24          __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<int> > const&) [88]
-----------------------------------------------
                0.00    0.00      24/24          std::_List_base<int, std::allocator<int> >::_List_base(std::allocator<int> const&) [97]
[95]     0.0    0.00    0.00      24         std::allocator<std::_List_node<int> >::~allocator() [95]
                0.00    0.00      24/52          __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator() [81]
-----------------------------------------------
                0.00    0.00      24/24          std::_List_base<int, std::allocator<int> >::_List_base(std::allocator<int> const&) [97]
[96]     0.0    0.00    0.00      24         std::_List_base<int, std::allocator<int> >::_List_impl::_List_impl(std::allocator<std::_List_node<int> > const&) [96]
                0.00    0.00      24/24          std::allocator<std::_List_node<int> >::allocator(std::allocator<std::_List_node<int> > const&) [94]
-----------------------------------------------
