Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.02    0.09  802505/802533      std::list<int, std::allocator<int> >::clear() [15]
[18]     8.4    0.03    0.09  802533         std::_List_base<int, std::allocator<int> >::_M_clear() [18]
                0.03    0.03 3202549/6405098     std::_List_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [16]
                0.01    0.01 3202549/6405122     std::allocator<int>::~allocator() [30]
                0.01    0.00 3202549/3202549     std::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [51]
                0.00    0.00 3202549/3202549     __gnu_cxx::new_allocator<int>::destroy(int*) [98]
-----------------------------------------------
                0.00    0.03   96357/376368      SampleSAT::greedyWalk() [9]
                0.00    0.03   96781/376368      SatProblem::getNsc1(int*, int) [21]
                0.00    0.05  183230/376368      SampleSAT::simAnnealing() [11]
[19]     8.2    0.01    0.10  376368         SatProblem::afterFlip(int*, int) [19]
                0.05    0.00 2258208/8335689     SatProblem::isSatCnj(int*, int) [10]
                0.01    0.00 3010944/16700214     std::_List_iterator<int>::operator!=(std::_List_iterator<int> const&) const [25]
                0.00    0.01 3010944/19902763     std::list<int, std::allocator<int> >::end() [22]
                0.01    0.00 4516416/14776680     std::_List_iterator<int>::operator*() const [32]
                0.01    0.00 2258208/12518472     std::_List_iterator<int>::operator++(int) [27]
                0.01    0.00 3763680/26087010     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [28]
                0.00    0.00  752736/4181742     std::list<int, std::allocator<int> >::begin() [31]
-----------------------------------------------
                0.06    0.03  100000/100000      SampleSAT::solve(SatProblem*, int*) [5]
[20]     7.0    0.06    0.03  100000         SatProblem::initSatCheck(int*) [20]
                0.03    0.00 1552953/8335689     SatProblem::isSatCnj(int*, int) [10]
-----------------------------------------------
                0.02    0.05   96781/96781       SampleSAT::randomWalk() [17]
[21]     5.3    0.02    0.05   96781         SatProblem::getNsc1(int*, int) [21]
                0.00    0.03   96781/376368      SatProblem::afterFlip(int*, int) [19]
                0.01    0.00 1548496/16700214     std::_List_iterator<int>::operator!=(std::_List_iterator<int> const&) const [25]
                0.00    0.00 1548496/19902763     std::list<int, std::allocator<int> >::end() [22]
                0.00    0.00 1161372/12518472     std::_List_iterator<int>::operator++(int) [27]
                0.00    0.00 1935620/26087010     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [28]
                0.00    0.00  387124/4181742     std::list<int, std::allocator<int> >::begin() [31]
                0.00    0.00 1161372/14776680     std::_List_iterator<int>::operator*() const [32]
-----------------------------------------------
                0.00    0.00   11450/19902763     SatProblem::rewriteWL(int, int) [77]
                0.00    0.00   63916/19902763     SatProblem::setClause(int, int) [76]
                0.00    0.00 1548496/19902763     SatProblem::getNsc1(int*, int) [21]
                0.00    0.01 3010944/19902763     SatProblem::afterFlip(int*, int) [19]
                0.00    0.01 3202549/19902763     std::list<int, std::allocator<int> >::push_back(int const&) [12]
                0.02    0.02 12065408/19902763     SatProblem::getNsc2(int*, int) [8]
[22]     4.7    0.03    0.03 19902763         std::list<int, std::allocator<int> >::end() [22]
                0.03    0.00 19902763/24084505     std::_List_iterator<int>::_List_iterator(std::_List_node_base*) [29]
-----------------------------------------------
                0.00    0.00   10000/2067404     SliceSampling::cdlearn(int) [3]
                0.00    0.01  295344/2067404     SampleSAT::simAnnealing() [11]
                0.00    0.02  578725/2067404     SampleSAT::walk() [6]
                0.00    0.02  583335/2067404     SampleSAT::init_model() [39]
                0.00    0.02  600000/2067404     SliceSampling::sampleU() [34]
[23]     4.5    0.00    0.06 2067404         SatProblem::getGrand() [23]
                0.06    0.00 2067404/2067404     Random::genrand() [24]
-----------------------------------------------
                0.06    0.00 2067404/2067404     SatProblem::getGrand() [23]
[24]     4.5    0.06    0.00 2067404         Random::genrand() [24]
-----------------------------------------------
                0.00    0.00   11450/16700214     SatProblem::rewriteWL(int, int) [77]
                0.00    0.00   63916/16700214     SatProblem::setClause(int, int) [76]
                0.01    0.00 1548496/16700214     SatProblem::getNsc1(int*, int) [21]
                0.01    0.00 3010944/16700214     SatProblem::afterFlip(int*, int) [19]
                0.04    0.00 12065408/16700214     SatProblem::getNsc2(int*, int) [8]
[25]     4.1    0.06    0.00 16700214         std::_List_iterator<int>::operator!=(std::_List_iterator<int> const&) const [25]
-----------------------------------------------
                0.00    0.00      24/6405122     std::list<int, std::allocator<int> >::list(std::list<int, std::allocator<int> > const&) [66]
                0.05    0.00 6405098/6405122     std::_List_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [16]
[26]     4.1    0.05    0.00 6405122         std::allocator<int>::allocator<std::_List_node<int> >(std::allocator<std::_List_node<int> > const&) [26]
                0.00    0.00 6405122/6421788     __gnu_cxx::new_allocator<int>::new_allocator() [49]
-----------------------------------------------
                0.00    0.00    2585/12518472     SatProblem::rewriteWL(int, int) [77]
                0.00    0.00   47251/12518472     SatProblem::setClause(int, int) [76]
                0.00    0.00 1161372/12518472     SatProblem::getNsc1(int*, int) [21]
                0.01    0.00 2258208/12518472     SatProblem::afterFlip(int*, int) [19]
                0.04    0.00 9049056/12518472     SatProblem::getNsc2(int*, int) [8]
[27]     3.7    0.05    0.00 12518472         std::_List_iterator<int>::operator++(int) [27]
-----------------------------------------------
                0.00    0.00      36/26087010     SatProblem::parseCnfFile(char*) [53]
                0.00    0.00    2513/26087010     SatProblem::setWatchIdx(int, int, int) [78]
                0.00    0.00   20315/26087010     SatProblem::rewriteWL(int, int) [77]
                0.00    0.00   80581/26087010     SatProblem::setClause(int, int) [76]
                0.00    0.00 1935620/26087010     SatProblem::getNsc1(int*, int) [21]
                0.01    0.00 3763680/26087010     SatProblem::afterFlip(int*, int) [19]
                0.01    0.00 5202505/26087010     SatProblem::initParams() [7]
                0.02    0.00 15081760/26087010     SatProblem::getNsc2(int*, int) [8]
[28]     3.0    0.04    0.00 26087010         std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [28]
-----------------------------------------------
                0.01    0.00 4181742/24084505     std::list<int, std::allocator<int> >::begin() [31]
                0.03    0.00 19902763/24084505     std::list<int, std::allocator<int> >::end() [22]
[29]     3.0    0.04    0.00 24084505         std::_List_iterator<int>::_List_iterator(std::_List_node_base*) [29]
-----------------------------------------------
                0.00    0.00      24/6405122     std::list<int, std::allocator<int> >::list(std::list<int, std::allocator<int> > const&) [66]
                0.01    0.01 3202549/6405122     std::_List_base<int, std::allocator<int> >::_M_clear() [18]
                0.01    0.01 3202549/6405122     std::list<int, std::allocator<int> >::_M_create_node(int const&) [14]
[30]     3.0    0.02    0.02 6405122         std::allocator<int>::~allocator() [30]
                0.02    0.00 6405122/6421788     __gnu_cxx::new_allocator<int>::~new_allocator() [35]
-----------------------------------------------
                0.00    0.00    8865/4181742     SatProblem::rewriteWL(int, int) [77]
                0.00    0.00   16665/4181742     SatProblem::setClause(int, int) [76]
                0.00    0.00  387124/4181742     SatProblem::getNsc1(int*, int) [21]
                0.00    0.00  752736/4181742     SatProblem::afterFlip(int*, int) [19]
                0.02    0.01 3016352/4181742     SatProblem::getNsc2(int*, int) [8]
[31]     2.4    0.03    0.01 4181742         std::list<int, std::allocator<int> >::begin() [31]
                0.01    0.00 4181742/24084505     std::_List_iterator<int>::_List_iterator(std::_List_node_base*) [29]
-----------------------------------------------
                0.00    0.00    2585/14776680     SatProblem::rewriteWL(int, int) [77]
                0.00    0.00   47251/14776680     SatProblem::setClause(int, int) [76]
                0.00    0.00 1161372/14776680     SatProblem::getNsc1(int*, int) [21]
                0.01    0.00 4516416/14776680     SatProblem::afterFlip(int*, int) [19]
                0.02    0.00 9049056/14776680     SatProblem::getNsc2(int*, int) [8]
[32]     2.2    0.03    0.00 14776680         std::_List_iterator<int>::operator*() const [32]
-----------------------------------------------
                0.02    0.00     100/100         SliceSampling::cdlearn(int) [3]
[33]     1.6    0.02    0.00     100         SliceSampling::calclik2(int, double*) [33]
                0.00    0.00  700000/6305156     SatProblem::getNumVariables() [41]
-----------------------------------------------
                0.00    0.02  100000/100000      SliceSampling::cdlearn(int) [3]
[34]     1.6    0.00    0.02  100000         SliceSampling::sampleU() [34]
                0.00    0.02  600000/2067404     SatProblem::getGrand() [23]
                0.00    0.00  600000/3121218     SatProblem::getTheta(int) [44]
                0.00    0.00  700000/6305156     SatProblem::getNumVariables() [41]
-----------------------------------------------
                0.00    0.00   16666/6421788     std::allocator<int>::~allocator() [79]
                0.02    0.00 6405122/6421788     std::allocator<int>::~allocator() [30]
[35]     1.5    0.02    0.00 6421788         __gnu_cxx::new_allocator<int>::~new_allocator() [35]
-----------------------------------------------
                0.02    0.00 3202549/3202549     std::_List_base<int, std::allocator<int> >::_M_get_node() [37]
[36]     1.5    0.02    0.00 3202549         __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned int, void const*) [36]
                0.00    0.00 3202549/3202549     __gnu_cxx::new_allocator<std::_List_node<int> >::max_size() const [99]
-----------------------------------------------
                0.00    0.02 3202549/3202549     std::list<int, std::allocator<int> >::_M_create_node(int const&) [14]
[37]     1.5    0.00    0.02 3202549         std::_List_base<int, std::allocator<int> >::_M_get_node() [37]
                0.02    0.00 3202549/3202549     __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned int, void const*) [36]
-----------------------------------------------
                0.02    0.00  100000/100000      SampleSAT::solve(SatProblem*, int*) [5]
[38]     1.5    0.02    0.00  100000         SatProblem::cpClVector() [38]
-----------------------------------------------
                0.00    0.02  100000/100000      SampleSAT::solve(SatProblem*, int*) [5]
[39]     1.4    0.00    0.02  100000         SampleSAT::init_model() [39]
                0.00    0.02  583335/2067404     SatProblem::getGrand() [23]
                0.00    0.00  700000/6305156     SatProblem::getNumVariables() [41]
                0.00    0.00  616665/1589136     SatProblem::getVar(int) [101]
-----------------------------------------------
                0.00    0.02       1/1           main [1]
[40]     1.1    0.00    0.02       1         SatProblem::SatProblem(unsigned long) [40]
                0.01    0.00       2/2           std::_List_iterator<int>::_List_iterator() [42]
                0.00    0.00       1/16666       std::vector<int, std::allocator<int> >::vector() [86]
                0.00    0.00       4/4           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector() [197]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::vector() [201]
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator() [206]
                0.00    0.00       1/1           Random::Random() [223]
                0.00    0.00       1/1           Random::sgenrand(unsigned long) [222]
-----------------------------------------------
                0.00    0.00       1/6305156     SliceSampling::init() [89]
                0.00    0.00       1/6305156     SliceSampling::lallocate(int) [90]
                0.00    0.00       8/6305156     main [1]
                0.00    0.00    7028/6305156     SliceSampling::learn(int*, char*, int) [2]
                0.00    0.00  199219/6305156     SampleSAT::simAnnealing() [11]
                0.00    0.00  700000/6305156     SampleSAT::init_model() [39]
                0.00    0.00  700000/6305156     SliceSampling::sampleU() [34]
                0.00    0.00  700000/6305156     SliceSampling::sampleX() [4]
                0.00    0.00  700000/6305156     SliceSampling::calclik2(int, double*) [33]
                0.00    0.00  844200/6305156     SliceSampling::cdlearn(int) [3]
                0.01    0.00 2454699/6305156     SampleSAT::greedyWalk() [9]
[41]     1.1    0.01    0.00 6305156         SatProblem::getNumVariables() [41]
-----------------------------------------------
                0.01    0.00       2/2           SatProblem::SatProblem(unsigned long) [40]
[42]     1.1    0.01    0.00       2         std::_List_iterator<int>::_List_iterator() [42]
-----------------------------------------------
                0.00    0.00    2585/3205134     std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [87]
                0.01    0.00 3202549/3205134     std::list<int, std::allocator<int> >::_M_create_node(int const&) [14]
[43]     0.7    0.01    0.00 3205134         __gnu_cxx::new_allocator<int>::construct(int*, int const&) [43]
                0.00    0.00 3205134/3205158     operator new(unsigned int, void*) [96]
-----------------------------------------------
                0.00    0.00      18/3121218     SliceSampling::learn(int*, char*, int) [2]
                0.00    0.00  600000/3121218     SliceSampling::sampleU() [34]
                0.00    0.00 1200000/3121218     SliceSampling::sampleX() [4]
                0.00    0.00 1321200/3121218     SliceSampling::cdlearn(int) [3]
[44]     0.7    0.01    0.00 3121218         SatProblem::getTheta(int) [44]
-----------------------------------------------
                0.00    0.00       2/433736      SliceSampling::learn(int*, char*, int) [2]
                0.00    0.00       4/433736      main [1]
                0.00    0.00     400/433736      SliceSampling::cdlearn(int) [3]
                0.00    0.00   33330/433736      SliceSampling::unitProc(int, int) [73]
                0.01    0.00  400000/433736      SliceSampling::sampleX() [4]
[45]     0.7    0.01    0.00  433736         Timer::time() [45]
-----------------------------------------------
                0.01    0.00  382862/382862      SampleSAT::randomWalk() [17]
[46]     0.7    0.01    0.00  382862         SatProblem::getCnj(int, int) [46]
                0.00    0.00  382862/382862      SatProblem::getCnf(int) [107]
-----------------------------------------------
                0.00    0.00   96357/376368      SampleSAT::greedyWalk() [9]
                0.00    0.00   96781/376368      SampleSAT::randomWalk() [17]
                0.00    0.00  183230/376368      SampleSAT::simAnnealing() [11]
[47]     0.7    0.01    0.00  376368         SatProblem::addNumSat(int) [47]
-----------------------------------------------
                0.01    0.00  192449/192449      SampleSAT::simAnnealing() [11]
[48]     0.7    0.01    0.00  192449         SampleSAT::getTemp() [48]
-----------------------------------------------
                0.00    0.00   16666/6421788     std::allocator<int>::allocator() [83]
                0.00    0.00 6405122/6421788     std::allocator<int>::allocator<std::_List_node<int> >(std::allocator<std::_List_node<int> > const&) [26]
[49]     0.4    0.01    0.00 6421788         __gnu_cxx::new_allocator<int>::new_allocator() [49]
-----------------------------------------------
                0.00    0.00      24/6405122     std::list<int, std::allocator<int> >::list(std::list<int, std::allocator<int> > const&) [66]
                0.00    0.00 6405098/6405122     std::_List_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [16]
[50]     0.4    0.01    0.00 6405122         std::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() const [50]
-----------------------------------------------
                0.01    0.00 3202549/3202549     std::_List_base<int, std::allocator<int> >::_M_clear() [18]
[51]     0.4    0.01    0.00 3202549         std::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [51]
                0.00    0.00 3202549/3202549     __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned int) [97]
-----------------------------------------------
                0.00    0.00      24/52          std::allocator<std::_List_node<int> >::~allocator() [71]
                0.00    0.00      28/52          std::allocator<std::_List_node<int> >::~allocator() [60]
[52]     0.4    0.01    0.00      52         __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator() [52]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[53]     0.3    0.00    0.00       1         SatProblem::parseCnfFile(char*) [53]
                0.00    0.00       1/1           SatProblem::allocate() [54]
                0.00    0.00      36/3202549     std::list<int, std::allocator<int> >::push_back(int const&) [12]
                0.00    0.00      36/26087010     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [28]
-----------------------------------------------
                0.00    0.00       1/1           SatProblem::parseCnfFile(char*) [53]
[54]     0.3    0.00    0.00       1         SatProblem::allocate() [54]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::resize(unsigned int, std::list<int, std::allocator<int> >) [57]
                0.00    0.00       4/28          std::list<int, std::allocator<int> >::~list() [59]
                0.00    0.00       4/4           std::list<int, std::allocator<int> >::list() [196]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [56]
[55]     0.3    0.00    0.00       4         std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [55]
                0.00    0.00       4/4           void std::__uninitialized_fill_n_a<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> >, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&, std::allocator<std::list<int, std::allocator<int> > >&) [70]
                0.00    0.00       4/8           void std::_Destroy<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > >&) [65]
                0.00    0.00      16/20          std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_get_Tp_allocator() [157]
                0.00    0.00       8/16          __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >::base() const [158]
                0.00    0.00       8/8           std::list<int, std::allocator<int> >* std::__uninitialized_move_a<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > >&) [167]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_check_len(unsigned int, char const*) const [176]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::begin() [200]
                0.00    0.00       4/4           __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >::difference_type __gnu_cxx::operator-<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > > const&) [175]
                0.00    0.00       4/4           std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_allocate(unsigned int) [185]
                0.00    0.00       4/8           std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_deallocate(std::list<int, std::allocator<int> >*, unsigned int) [163]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::resize(unsigned int, std::list<int, std::allocator<int> >) [57]
[56]     0.3    0.00    0.00       4         std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [56]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [55]
-----------------------------------------------
                0.00    0.00       4/4           SatProblem::allocate() [54]
[57]     0.3    0.00    0.00       4         std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::resize(unsigned int, std::list<int, std::allocator<int> >) [57]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [56]
                0.00    0.00       8/24          std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::size() const [152]
                0.00    0.00       4/4           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::end() [199]
-----------------------------------------------
                0.00    0.00      28/28          std::list<int, std::allocator<int> >::~list() [59]
[58]     0.2    0.00    0.00      28         std::_List_base<int, std::allocator<int> >::~_List_base() [58]
                0.00    0.00      28/28          std::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [61]
                0.00    0.00      28/802533      std::_List_base<int, std::allocator<int> >::_M_clear() [18]
-----------------------------------------------
                0.00    0.00       4/28          SatProblem::allocate() [54]
                0.00    0.00      24/28          void std::_Destroy<std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*) [62]
[59]     0.2    0.00    0.00      28         std::list<int, std::allocator<int> >::~list() [59]
                0.00    0.00      28/28          std::_List_base<int, std::allocator<int> >::~_List_base() [58]
-----------------------------------------------
                0.00    0.00      28/28          std::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [61]
[60]     0.2    0.00    0.00      28         std::allocator<std::_List_node<int> >::~allocator() [60]
                0.00    0.00      28/52          __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator() [52]
-----------------------------------------------
                0.00    0.00      28/28          std::_List_base<int, std::allocator<int> >::~_List_base() [58]
[61]     0.2    0.00    0.00      28         std::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [61]
                0.00    0.00      28/28          std::allocator<std::_List_node<int> >::~allocator() [60]
-----------------------------------------------
                0.00    0.00      24/24          void std::_Destroy_aux<false>::__destroy<std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*) [63]
[62]     0.2    0.00    0.00      24         void std::_Destroy<std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*) [62]
                0.00    0.00      24/28          std::list<int, std::allocator<int> >::~list() [59]
-----------------------------------------------
                0.00    0.00       8/8           void std::_Destroy<std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*) [64]
[63]     0.2    0.00    0.00       8         void std::_Destroy_aux<false>::__destroy<std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*) [63]
                0.00    0.00      24/24          void std::_Destroy<std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*) [62]
-----------------------------------------------
                0.00    0.00       8/8           void std::_Destroy<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > >&) [65]
[64]     0.2    0.00    0.00       8         void std::_Destroy<std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*) [64]
                0.00    0.00       8/8           void std::_Destroy_aux<false>::__destroy<std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*) [63]
-----------------------------------------------
                0.00    0.00       4/8           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::~vector() [75]
                0.00    0.00       4/8           std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&) [55]
[65]     0.2    0.00    0.00       8         void std::_Destroy<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > >&) [65]
                0.00    0.00       8/8           void std::_Destroy<std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*) [64]
-----------------------------------------------
                0.00    0.00      24/24          void std::_Construct<std::list<int, std::allocator<int> >, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > const&) [67]
[66]     0.2    0.00    0.00      24         std::list<int, std::allocator<int> >::list(std::list<int, std::allocator<int> > const&) [66]
                0.00    0.00      24/24          std::_List_base<int, std::allocator<int> >::_List_base(std::allocator<int> const&) [72]
                0.00    0.00      24/6405122     std::allocator<int>::allocator<std::_List_node<int> >(std::allocator<std::_List_node<int> > const&) [26]
                0.00    0.00      24/6405122     std::allocator<int>::~allocator() [30]
                0.00    0.00      24/6405122     std::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() const [50]
                0.00    0.00      24/24          std::list<int, std::allocator<int> >::end() const [150]
                0.00    0.00      24/24          std::list<int, std::allocator<int> >::begin() const [151]
                0.00    0.00      24/24          void std::list<int, std::allocator<int> >::_M_initialize_dispatch<std::_List_const_iterator<int> >(std::_List_const_iterator<int>, std::_List_const_iterator<int>, std::__false_type) [156]
-----------------------------------------------
                0.00    0.00      24/24          void std::__uninitialized_fill_n<false>::uninitialized_fill_n<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&) [68]
[67]     0.2    0.00    0.00      24         void std::_Construct<std::list<int, std::allocator<int> >, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > const&) [67]
                0.00    0.00      24/24          std::list<int, std::allocator<int> >::list(std::list<int, std::allocator<int> > const&) [66]
                0.00    0.00      24/3205158     operator new(unsigned int, void*) [96]
-----------------------------------------------
                0.00    0.00       4/4           void std::uninitialized_fill_n<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&) [69]
[68]     0.2    0.00    0.00       4         void std::__uninitialized_fill_n<false>::uninitialized_fill_n<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&) [68]
                0.00    0.00      24/24          void std::_Construct<std::list<int, std::allocator<int> >, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > const&) [67]
-----------------------------------------------
                0.00    0.00       4/4           void std::__uninitialized_fill_n_a<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> >, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&, std::allocator<std::list<int, std::allocator<int> > >&) [70]
[69]     0.2    0.00    0.00       4         void std::uninitialized_fill_n<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&) [69]
                0.00    0.00       4/4           void std::__uninitialized_fill_n<false>::uninitialized_fill_n<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&) [68]
-----------------------------------------------
